loan_id,stage,pd,lgd_estimate,ead_estimate,discount_factor,ecl,pool_id
LN-0002812,1,0.110011586867911,0.0,20767.14840625,0.8942094350273011,0.0,POOL-05
LN-0002813,1,0.073913856164288,0.0,15914.569438333332,0.8601459898672497,0.0,POOL-10
LN-0002814,1,0.0821841254236421,0.0,32166.359379416663,0.8611283588480895,0.0,POOL-07
LN-0002815,1,0.0922259220397556,0.0563773094841271,121974.21914566666,0.5137626916936475,325.83,POOL-02
LN-0002816,3,1.0,0.935,0.0,0.9210430640067842,0.0,POOL-04
LN-0002817,1,0.0361068367452454,0.45,0.0,0.8029151534250294,0.0,POOL-10
LN-0002818,1,0.0290452084943723,0.0850049274995933,328009.78235016664,0.66959015826645,542.27,POOL-10
LN-0002819,1,0.0822431341111974,0.0,329004.86845799995,0.5488968604019312,0.0,POOL-06
LN-0002820,1,0.099650992778654,0.0,1768.7080966666665,0.8957334389008935,0.0,POOL-03
LN-0002821,3,1.0,0.495,0.0,0.5294950314938843,0.0,POOL-08
LN-0002822,1,0.0824638731027155,0.0,33502.405935,0.8540399124826357,0.0,POOL-05
LN-0002823,1,0.0710452006331888,0.85,4645.108259,0.9189794701820031,257.78,POOL-02
LN-0002824,1,0.1165803953080336,0.85,0.0,0.8509541617040494,0.0,POOL-06
LN-0002825,1,0.0448189099075526,0.45,0.0,0.8742871343151877,0.0,POOL-03
LN-0002826,1,0.0605802645266094,0.0,183769.7676301667,0.5690588603738984,0.0,POOL-05
LN-0002827,1,0.0952524640159378,0.45,0.0,0.5302568947177904,0.0,POOL-02
LN-0002828,1,0.0722232275002125,0.0483925624863272,299372.56954475,0.5449566720495854,570.2,POOL-02
LN-0002829,1,0.1247586141287983,0.0,12338.123266416666,0.9172158301537006,0.0,POOL-07
LN-0002830,1,0.4685267452791851,0.1247671291355388,262472.6352083333,0.5915892090157948,9076.93,POOL-10
LN-0002831,1,0.0468763643666527,0.85,0.0,0.9534625892455922,0.0,POOL-04
LN-0002832,1,0.0431315140904167,0.0085362941237154,85809.44779675,0.5994918229255565,18.94,POOL-01
LN-0002833,1,0.036304607106699,0.85,5332.938037166667,0.9228454216647093,151.87,POOL-10
LN-0002834,1,0.0638261851757771,0.1751442382486526,229314.08115991668,0.5773435676349088,1479.99,POOL-01
LN-0002835,2,0.775655095157373,0.0430522322424853,257480.411697,0.7037354855694226,6050.87,POOL-10
LN-0002836,1,0.1050124425631262,0.0,15005.130276499998,0.8722371742586036,0.0,POOL-06
LN-0002837,1,0.1459461769771084,0.0,24936.84593925,0.8332358712034457,0.0,POOL-09
LN-0002838,1,0.0910465380297002,0.1109320890086016,309074.47790550004,0.5536652396947828,1728.35,POOL-08
LN-0002839,1,0.083685778621656,0.85,10838.9093865,0.8563699604136827,660.26,POOL-03
LN-0002840,1,0.0975238910702457,0.0,165941.46546900002,0.7178017157495051,0.0,POOL-07
LN-0002841,1,0.1058704822514603,0.45,0.0,0.9192978479990125,0.0,POOL-09
LN-0002842,1,0.0461827731051045,0.85,3006.2759416666668,0.9213557589959345,108.73,POOL-09
LN-0002843,1,0.0311183267196761,0.85,0.0,0.8753645815718577,0.0,POOL-02
LN-0002844,1,0.0373679827740225,0.85,0.0,0.9121590805436468,0.0,POOL-09
LN-0002845,1,0.0170173783085526,0.85,940.9397683333334,0.9270392959891234,12.62,POOL-07
LN-0002846,1,0.0773819594080372,0.85,1675.9764536666669,0.9028530155290719,99.53,POOL-04
LN-0002847,2,0.3293579382223352,0.0,1852.884945,0.900158067756698,0.0,POOL-05
LN-0002848,1,0.0949658857239972,0.0,25820.598937666666,0.8465483771909876,0.0,POOL-06
LN-0002849,1,0.077676281360338,0.0,110753.37262183332,0.7355587257480948,0.0,POOL-07
LN-0002850,1,0.028081707971233,0.0,4776.93183,0.9279436793120923,0.0,POOL-03
LN-0002851,1,0.1428609163067419,0.85,2710.8966720000003,0.9145491423778285,301.06,POOL-04
LN-0002852,1,0.0719642928145348,0.85,0.0,0.9505720600502375,0.0,POOL-10
LN-0002853,2,0.99,0.0,286955.4562555833,0.7414098316244802,0.0,POOL-05
LN-0002854,3,1.0,0.495,0.0,0.4886396663423329,0.0,POOL-09
LN-0002855,1,0.0578088971875017,0.0,345285.49910625,0.5707056004113219,0.0,POOL-07
LN-0002856,1,0.0295964357939058,0.0,198358.91653275,0.6503338010067377,0.0,POOL-08
LN-0002857,1,0.0727099906151784,0.1284343355694797,353587.2424033333,0.5592842572776255,1846.73,POOL-06
LN-0002858,1,0.0400330498009921,0.45,0.0,0.9412365013111071,0.0,POOL-09
LN-0002859,1,0.026269008763553,0.85,4941.964281333334,0.9246584018191365,102.03,POOL-08
LN-0002860,1,0.1098325308960284,0.0,27755.933413333336,0.8458280467583581,0.0,POOL-10
LN-0002861,1,0.0580017901991542,0.0,15855.904355083332,0.8690414255399406,0.0,POOL-04
LN-0002862,1,0.0866205635380531,0.85,0.0,0.9526834395895899,0.0,POOL-08
LN-0002863,1,0.085533967888023,0.0,13183.2277895,0.900670710564072,0.0,POOL-02
LN-0002864,1,0.0563048008569152,0.0,395118.8716815,0.6038540709053271,0.0,POOL-07
LN-0002865,2,0.99,0.0,279013.476007,0.6073682457597277,0.0,POOL-02
LN-0002866,1,0.1786284557148441,0.0,14377.180458666668,0.8271498949718643,0.0,POOL-03
LN-0002867,1,0.0867237488269937,0.85,0.0,0.8576457874059361,0.0,POOL-08
LN-0002868,1,0.0426319976925772,0.85,11253.925517916668,0.8281016562024842,337.71,POOL-06
LN-0002869,1,0.0592299806036274,0.85,0.0,0.9201847916611114,0.0,POOL-05
LN-0002870,3,1.0,0.495,0.0,0.4755531232395821,0.0,POOL-06
LN-0002871,1,0.1317422744459602,0.0,118413.700912,0.47827678780292054,0.0,POOL-10
LN-0002872,1,0.0383769226834852,0.0985884546411779,209241.8544475,0.6325866475922427,500.8,POOL-07
LN-0002873,1,0.0623379171868798,0.0,12423.603248,0.8658150970364499,0.0,POOL-07
LN-0002874,1,0.1030680677287259,0.0,165266.22474016668,0.4935574019873845,0.0,POOL-08
LN-0002875,1,0.0434862290390679,0.85,3330.9251318333336,0.8278003091685152,101.92,POOL-09
LN-0002876,1,0.0475430689270634,0.0,323500.66816799995,0.7804700556617855,0.0,POOL-01
LN-0002877,1,0.0618977592930423,0.0,2782.2173051666664,0.9291631530754977,0.0,POOL-01
LN-0002878,2,0.0908733003034609,0.85,6357.897539,0.9175470421223605,450.61,POOL-07
LN-0002879,1,0.0356890840665302,0.0,13496.797399999998,0.8849058910575913,0.0,POOL-10
LN-0002880,1,0.0957799335996325,0.85,803.561967,0.8105997328311917,53.03,POOL-07
LN-0002881,1,0.0524062105226568,0.85,5116.288921666666,0.8650142217201952,197.14,POOL-06
LN-0002882,1,0.0780784371558671,0.0484979464589753,139852.54347083333,0.7398088608873807,391.78,POOL-07
LN-0002883,3,1.0,0.935,0.0,0.9224919538873008,0.0,POOL-09
LN-0002884,1,0.1033169481090345,0.0,6712.6658475,0.9202112089587818,0.0,POOL-09
LN-0002885,1,0.0918027032599083,0.85,3796.7499120833336,0.917276794949484,271.76,POOL-09
LN-0002886,1,0.0524970035854925,0.0,17193.711422916665,0.873535167211071,0.0,POOL-09
LN-0002887,1,0.0261547449907493,0.0261922480904294,295095.6290663333,0.6834309890194279,138.16,POOL-08
LN-0002888,2,0.99,0.0,250251.90727425,0.7224543576634084,0.0,POOL-05
LN-0002889,2,0.99,0.0492699583539877,529818.83578875,0.736088476338322,19022.82,POOL-10
LN-0002890,2,0.99,0.0380530976323474,141018.70250999997,0.5394910143334858,2866.07,POOL-06
LN-0002891,3,1.0,0.495,0.0,0.5071735779957725,0.0,POOL-10
LN-0002892,1,0.0583151543333181,0.0,160460.58349283334,0.5625224086219298,0.0,POOL-01
LN-0002893,1,0.0826849324130088,0.0,23124.249075,0.926911600185038,0.0,POOL-01
LN-0002894,1,0.0723017549080843,0.0,250098.940415,0.5394910143334858,0.0,POOL-05
LN-0002895,1,0.0929348574373323,0.0,208634.39325375,0.7403420820603678,0.0,POOL-04
LN-0002896,2,0.2891507819839724,0.0,16683.769238999997,0.90427150368487,0.0,POOL-08
LN-0002897,1,0.1022571759345171,0.0,21955.203216,0.8463081761963385,0.0,POOL-02
LN-0002898,2,0.36630109665498,0.45,0.0,0.8665582150460154,0.0,POOL-02
LN-0002899,2,0.2296491968540544,0.85,17062.054298,0.821658767348832,2736.57,POOL-06
LN-0002900,1,0.0560540608919005,0.0,225103.31163775,0.5657805658620785,0.0,POOL-06
LN-0002901,1,0.0908036113002688,0.0313028881795766,148011.9379375,0.5167204423157676,217.39,POOL-09
LN-0002902,1,0.0425071137645683,0.0,21302.491771416662,0.9020414829226384,0.0,POOL-07
LN-0002903,1,0.0706850999991161,0.0,12486.069503166666,0.8828560750136331,0.0,POOL-04
LN-0002904,2,0.99,0.0,449428.0676108333,0.6047305765644585,0.0,POOL-01
LN-0002905,1,0.0584971557066227,0.1080592376844034,432066.829885,0.5806933904362939,1585.97,POOL-05
LN-0002906,1,0.0254032060534282,0.0,61857.11249299999,0.8315508302620419,0.0,POOL-03
LN-0002907,1,0.0638948430793036,0.1433898136372231,240185.300581,0.5609008403882729,1234.29,POOL-10
LN-0002908,1,0.0479133085511161,0.0,17794.127952916668,0.9166068771639084,0.0,POOL-09
LN-0002909,1,0.0454907688878334,0.0,275772.2830715,0.5960262280358417,0.0,POOL-09
LN-0002910,1,0.1727521829446013,0.0,194745.15565875,0.440985551745269,0.0,POOL-02
LN-0002911,1,0.1119765049981598,0.45,0.0,0.499242393353874,0.0,POOL-01
LN-0002912,1,0.0201760187292673,0.0,123007.13527666664,0.7047674564758357,0.0,POOL-06
LN-0002913,1,0.0832968409937555,0.0,21381.877126,0.8567194424877462,0.0,POOL-03
LN-0002914,1,0.1163174257395779,0.0,17748.9639915,0.8679166295903182,0.0,POOL-10
LN-0002915,1,0.1212229029981189,0.0,7265.229393749999,0.9195586540450403,0.0,POOL-09
LN-0002916,1,0.0543638504066691,0.0,4460.066875,0.8887631417534224,0.0,POOL-02
LN-0002917,3,1.0,0.935,0.0,0.821063254581763,0.0,POOL-03
LN-0002918,1,0.0872888843377885,0.1240327363289817,331471.24120416667,0.5356227874811357,1922.21,POOL-10
LN-0002919,1,0.0274067830109133,0.85,1638.0311699999995,0.9243423333081696,35.27,POOL-01
LN-0002920,1,0.1051971827690343,0.1030132757717631,353891.47309975,0.5264592345516722,2018.98,POOL-08
LN-0002921,1,0.0351273978192642,0.0,24652.847918,0.9133932835898921,0.0,POOL-06
LN-0002922,1,0.0779361262267933,0.85,8294.625802333332,0.8575296722645669,471.2,POOL-07
LN-0002923,1,0.096521491685443,0.0,345642.74355625,0.5790158950453752,0.0,POOL-07
LN-0002924,1,0.0332766489791544,0.85,10377.573663333334,0.8335541626698788,244.67,POOL-05
LN-0002925,1,0.1502516087585267,0.0,17204.658352,0.884647112143813,0.0,POOL-09
LN-0002926,1,0.0643861211390758,0.0988857486837608,289910.2408515,0.5609008403882729,1035.32,POOL-07
LN-0002927,1,0.1248026455818391,0.45,0.0,0.8400947186286187,0.0,POOL-02
LN-0002928,1,0.071971775851006,0.0,27573.00076125,0.9078939334754336,0.0,POOL-01
LN-0002929,1,0.071352897573212,0.0,378091.6992288333,0.5379401596652125,0.0,POOL-03
LN-0002930,1,0.1153697357315334,0.0,314001.77701666666,0.7255751060721917,0.0,POOL-04
LN-0002931,1,0.055583975246231,0.0,1674.7616291666666,0.9319570940428251,0.0,POOL-07
LN-0002932,1,0.0430077306563085,0.85,3154.3372861666667,0.8678490416130933,100.07,POOL-08
LN-0002933,1,0.0408994246292963,0.85,1760.352673333333,0.922138891954147,56.43,POOL-08
LN-0002934,1,0.0744513969382579,0.85,2444.5869815,0.9184754204800382,142.09,POOL-10
LN-0002935,1,0.058340176615211,0.85,3389.5843520000003,0.9202627172903878,154.68,POOL-07
LN-0002936,1,0.0452508609059497,0.45,0.0,0.6171451846219057,0.0,POOL-05
LN-0002937,1,0.0197860257912367,0.0,20993.4175125,0.9220387986517297,0.0,POOL-09
LN-0002938,1,0.0630910459750013,0.0424806030972886,61347.4576,0.5552645027132749,91.3,POOL-10
LN-0002939,3,1.0,0.935,0.0,0.9017945711966814,0.0,POOL-09
LN-0002940,1,0.0759297826014824,0.0,16669.5192455,0.8591651145575878,0.0,POOL-09
LN-0002941,1,0.0700641225302081,0.0,10110.03305125,0.9051320179852268,0.0,POOL-08
LN-0002942,1,0.0337766597463694,0.1008600778990442,436212.3635198333,0.6579645011086112,977.77,POOL-07
LN-0002943,1,0.0608360759969451,0.0,15554.825,0.863837598531476,0.0,POOL-01
LN-0002944,1,0.0507537741507648,0.0,9760.021545416666,0.8930164041976434,0.0,POOL-02
LN-0002945,1,0.0824651570377129,0.0,886.2042358333333,0.9282349402784743,0.0,POOL-10
LN-0002946,1,0.0208449555206757,0.85,2687.8164903333336,0.8806781071976677,41.94,POOL-04
LN-0002947,1,0.0427883320153925,0.0,126843.903454,0.600361575877942,0.0,POOL-04
LN-0002948,1,0.0421530686847133,0.0,9754.519752333334,0.9195978664740957,0.0,POOL-05
LN-0002949,1,0.021321830555388,0.85,1801.770075,0.9257672003010474,30.23,POOL-08
LN-0002950,1,0.3225833068490049,0.0203897403305258,263475.63558899995,0.42441527938810525,735.5,POOL-07
LN-0002951,1,0.0504844349796969,0.45,0.0,0.5934410580782903,0.0,POOL-03
LN-0002952,2,0.0559983864503932,0.85,6819.87423,0.9203016875297622,298.75,POOL-08
LN-0002953,2,0.2402156657902419,0.45,0.0,0.9266473094669762,0.0,POOL-02
LN-0002954,1,0.0651173310239906,0.0,6969.529125,0.9070294784580498,0.0,POOL-03
LN-0002955,1,0.1005047991548036,0.0930924189389871,219227.995723,0.5137626916936475,1053.8,POOL-01
LN-0002956,1,0.0677799449246457,0.85,0.0,0.8593906640044878,0.0,POOL-10
LN-0002957,1,0.029133433999849,0.85,0.0,0.8762063360617007,0.0,POOL-04
LN-0002958,1,0.0525087150323911,0.85,0.0,0.9545479198066954,0.0,POOL-04
LN-0002959,1,0.0848352041518727,0.45,0.0,0.9262511088106851,0.0,POOL-09
LN-0002960,1,0.0910488780967058,0.0,402976.12465325,0.5234419962530794,0.0,POOL-05
LN-0002961,1,0.1693096442465826,0.0,6691.630650499999,0.8241291239281746,0.0,POOL-02
LN-0002962,1,0.0439554434033717,0.0,362697.95795425,0.6225486980858651,0.0,POOL-09
LN-0002963,1,0.040814699667501,0.0,8707.341254500001,0.9194215209418342,0.0,POOL-02
LN-0002964,1,0.0458175127201227,0.85,4445.716282916666,0.8673754972171417,150.18,POOL-09
LN-0002965,2,0.99,0.0677631078503124,432193.5816686666,0.552070888979912,16006.7,POOL-01
LN-0002966,2,0.99,0.0285145175596874,240482.58798041663,0.4789603006270739,3251.5,POOL-10
LN-0002967,1,0.0956087715139871,0.85,0.0,0.9004141905276427,0.0,POOL-08
LN-0002968,1,0.0700512558349253,0.0,15256.421970833331,0.8594101935086327,0.0,POOL-01
LN-0002969,2,0.1256497705103792,0.45,0.0,0.9268719446419428,0.0,POOL-01
LN-0002970,1,0.0763808580700776,0.45,0.0,0.8567194424877462,0.0,POOL-07
LN-0002971,1,0.0720134127936221,0.85,1801.1558788333332,0.8586920039855833,94.67,POOL-09
LN-0002972,1,0.0756643739801363,0.0950485998445204,126112.67127116666,0.5387149917189019,488.6,POOL-10
LN-0002973,3,1.0,0.495,0.0,0.733972064672016,0.0,POOL-10
LN-0002974,3,1.0,0.495,0.0,0.8964395589170586,0.0,POOL-05
LN-0002975,1,0.0336827313446132,0.85,4623.218139,0.8343157122740122,110.43,POOL-06
LN-0002976,2,0.46543050555850196,0.0,190395.17109525,0.8029151534250294,0.0,POOL-03
LN-0002977,1,0.151290433816997,0.0,377371.481963,0.5115562319043165,0.0,POOL-09
LN-0002978,1,0.0908103194472884,0.85,5292.4168125,0.917662935482247,374.88,POOL-06
LN-0002979,1,0.0531356190386656,0.85,8925.881570666666,0.8228517381788462,331.72,POOL-03
LN-0002980,1,0.1243044285633198,0.85,0.0,0.8963786303334529,0.0,POOL-05
LN-0002981,1,0.0559782977527449,0.85,8724.218599999998,0.821658767348832,341.08,POOL-06
LN-0002982,1,0.1238359190951634,0.85,7016.101498749999,0.849923604355601,627.68,POOL-02
LN-0002983,1,0.1042877200790801,0.85,0.0,0.94864535299528,0.0,POOL-04
LN-0002984,1,0.0810856681034897,0.0,1658.7247186666666,0.9283674474668928,0.0,POOL-04
LN-0002985,1,0.1170858547590847,0.45,0.0,0.4978146277081749,0.0,POOL-07
LN-0002986,1,0.2320188620374531,0.0,336284.97559983336,0.4184477840433775,0.0,POOL-05
LN-0002987,1,0.1352622394611795,0.0,271426.6569635833,0.46948518383547866,0.0,POOL-05
LN-0002988,1,0.0549429545358951,0.85,0.0,0.9535492794843717,0.0,POOL-03
LN-0002989,1,0.1407211878974494,0.154602625236716,108864.22138908334,0.46948518383547866,1111.95,POOL-09
LN-0002990,1,0.0393305986905008,0.85,8399.499796666667,0.8294597562715451,232.92,POOL-06
LN-0002991,2,0.0285026929914847,0.85,2249.4890265833333,0.9241449550023794,50.36,POOL-04
LN-0002992,1,0.0400809645099262,0.85,0.0,0.9548524771397553,0.0,POOL-10
LN-0002993,1,0.0992034693741503,0.0,24882.68230675,0.8745123406888874,0.0,POOL-07
LN-0002994,1,0.0343833562428407,0.45,0.0,0.9421864912467433,0.0,POOL-01
LN-0002995,1,0.0922667206382688,0.1670675214058004,405993.8625869166,0.5402682294528299,3381.16,POOL-06
LN-0002996,1,0.1775622250113298,0.0,268263.72951808333,0.6745349643901668,0.0,POOL-08
LN-0002997,3,1.0,0.935,0.0,0.9210039995146021,0.0,POOL-04
LN-0002998,1,0.0376174605410709,0.0,165326.83265808332,0.7901652141532819,0.0,POOL-05
LN-0002999,3,1.0,0.495,0.0,0.7446235667517644,0.0,POOL-02
LN-0003000,1,0.03834080690352,0.0,3134.9111071666666,0.9187166458199143,0.0,POOL-04
LN-0003001,1,0.0579995813241699,0.0,9112.568543999998,0.9336937012637502,0.0,POOL-06
LN-0003002,1,0.0667780982563119,0.0,2242.03751775,0.905821314118641,0.0,POOL-05
LN-0003003,1,0.0221251330348884,0.0,22251.073298666663,0.906138594467238,0.0,POOL-09
LN-0003004,1,0.0365460268124589,0.85,3549.636992,0.9227668381569528,101.75,POOL-08
LN-0003005,1,0.140642383881329,0.0,6988.340329749999,0.8898285399174546,0.0,POOL-07
LN-0003006,1,0.1015847225600373,0.0,8249.379332333332,0.8703818335482966,0.0,POOL-09
LN-0003007,1,0.0592053017552423,0.0157580784638304,383488.45626116666,0.5773435676349088,206.56,POOL-07
LN-0003008,1,0.0567798102842439,0.85,0.0,0.9074410163339383,0.0,POOL-01
LN-0003009,1,0.1109079176582855,0.85,7312.7072265,0.8066730836972694,556.11,POOL-01
LN-0003010,1,0.0484899602098905,0.0,35624.67635325,0.8760450837912164,0.0,POOL-09
LN-0003011,1,0.0433226793553189,0.0,8578.0666725,0.8800809891626008,0.0,POOL-03
LN-0003012,3,1.0,0.495,0.0,0.8292498513907709,0.0,POOL-07
LN-0003013,1,0.1042438222162635,0.85,1672.287101333333,0.8985533291400845,133.14,POOL-04
LN-0003014,1,0.0201558966032776,0.85,1506.78168375,0.8812853178486446,22.75,POOL-06
LN-0003015,1,0.0393176779269761,0.0,195757.96016,0.6144622081300132,0.0,POOL-02
LN-0003016,1,0.0591480780578391,0.0,15591.276606666668,0.9106685098233037,0.0,POOL-08
LN-0003017,1,0.0762603071461848,0.0884240234399934,303143.9475405,0.5641489783153739,1153.22,POOL-03
LN-0003018,1,0.0406738229836141,0.85,7983.40634,0.869153512923297,239.89,POOL-03
LN-0003019,1,0.0467271274541297,0.85,3157.6285391666665,0.8271981083633658,103.74,POOL-05
LN-0003020,3,1.0,0.935,0.0,0.8330977332943578,0.0,POOL-04
LN-0003021,1,0.0371955830270023,0.0,378116.1986981666,0.6289166521792222,0.0,POOL-08
LN-0003022,1,0.0881219921493128,0.45,0.0,0.5159793058354732,0.0,POOL-09
LN-0003023,1,0.0369254391925313,0.0,173061.33628166665,0.8040857541158489,0.0,POOL-08
LN-0003024,1,0.0917627355409049,0.85,3004.423367166666,0.8125005748441567,190.4,POOL-10
LN-0003025,2,0.03239401358649,0.85,7935.811874666667,0.9235535778668824,201.81,POOL-02
LN-0003026,1,0.1286808226574799,0.0,180908.83196425,0.46948518383547866,0.0,POOL-09
LN-0003027,1,0.1628511738801696,0.0752493856369981,438808.5070866666,0.7323892813810293,3938.32,POOL-05
LN-0003028,1,0.0497405117498569,0.0264379722985054,288459.71560375,0.5925819947389263,224.79,POOL-06
LN-0003029,1,0.0764073497367075,0.1076682458666856,284713.143738,0.5707056004113219,1336.73,POOL-08
LN-0003030,1,0.0691351828406807,0.85,4710.963867500001,0.9189794701820031,254.41,POOL-09
LN-0003031,3,1.0,0.495,0.0,0.48933898832978945,0.0,POOL-08
LN-0003032,1,0.097181125772873,0.0544964915646352,244033.57831975,0.5234419962530794,676.5,POOL-08
LN-0003033,1,0.13202014500274,0.0,20016.93958875,0.867506712896399,0.0,POOL-03
LN-0003034,2,0.99,0.0,243419.48718375,0.5086299958138547,0.0,POOL-07
LN-0003035,2,0.6330623661362025,0.0424882462825361,134983.08644016666,0.784445758862766,2848.12,POOL-04
LN-0003036,1,0.0374130570169855,0.0,153641.4067245,0.6171451846219057,0.0,POOL-10
LN-0003037,3,1.0,0.495,0.0,0.5363940594818206,0.0,POOL-01
LN-0003038,1,0.043174335505838,0.85,1759.753182,0.8273485969441914,53.43,POOL-10
LN-0003039,1,0.0963780291619266,0.1333540379816659,284349.64677875,0.5159793058354732,1885.69,POOL-08
LN-0003040,1,0.0257313543220652,0.0878013017275177,299946.7459453333,0.684431229337007,463.81,POOL-08
LN-0003041,1,0.0944912198229589,0.0,252229.8680613333,0.5182061239961453,0.0,POOL-08
LN-0003042,1,0.0415041117389946,0.85,0.0,0.9542871024823293,0.0,POOL-10
LN-0003043,1,0.2012729005098371,0.85,6647.738254999999,0.9123768588179181,1037.65,POOL-05
LN-0003044,2,0.99,0.0,14936.236648083332,0.8654936268035275,0.0,POOL-09
LN-0003045,1,0.0573896748187226,0.45,0.0,0.9094530698388293,0.0,POOL-07
LN-0003046,1,0.1122525712022316,0.1036432956466436,220031.479553,0.49285164795754266,1261.65,POOL-03
LN-0003047,1,0.1209735275901314,0.033740280586699,171028.13807199997,0.7020339364714092,490.08,POOL-07
LN-0003048,3,1.0,0.495,0.0,0.9306249022014702,0.0,POOL-07
LN-0003049,1,0.1180182193081589,0.0,18169.84876,0.8664831062553363,0.0,POOL-04
LN-0003050,2,0.99,0.0434092140717061,192162.356561,0.5609008403882729,4632.03,POOL-08
LN-0003051,2,0.99,0.0655743606851775,246054.6463305,0.5832193606284249,9316.07,POOL-06
LN-0003052,1,0.0762560824234648,0.0948753114051212,351356.51815983333,0.5765093366346815,1465.49,POOL-05
LN-0003053,3,1.0,0.935,0.0,0.9057971014492753,0.0,POOL-06
LN-0003054,1,0.107089835358947,0.85,4496.308237833333,0.8512981437111643,348.42,POOL-06
LN-0003055,1,0.0530551585911119,0.0,289811.933612,0.7850155879566865,0.0,POOL-07
LN-0003056,3,1.0,0.495,0.0,0.5356227874811357,0.0,POOL-04
LN-0003057,1,0.0905975687232703,0.1466865184230134,271830.00448,0.5674171877124226,2049.78,POOL-03
LN-0003058,1,0.0474304494169278,0.0,16703.5587245,0.8770517427951294,0.0,POOL-05
LN-0003059,1,0.0663988246937192,0.0,17752.005805083332,0.9103209927458249,0.0,POOL-01
LN-0003060,1,0.0198746855877964,0.0,14951.867795,0.9071916316594195,0.0,POOL-03
LN-0003061,1,0.0811590700322527,0.0,6490.852947333333,0.9015260889389386,0.0,POOL-02
LN-0003062,1,0.0469905627791377,0.0,8215.260136333332,0.8752911003044305,0.0,POOL-07
LN-0003063,2,0.271290657084864,0.0,9322.743087,0.9249324768809555,0.0,POOL-01
LN-0003064,1,0.0474471997262299,0.0110206398195038,251312.932834,0.6021051223147298,79.12,POOL-01
LN-0003065,1,0.0687460680167952,0.0,6339.981633333333,0.9282349402784743,0.0,POOL-09
LN-0003066,3,1.0,0.495,0.0,0.5576726430097058,0.0,POOL-02
LN-0003067,1,0.0915698161271102,0.0,97470.5542985,0.7250539220122719,0.0,POOL-03
LN-0003068,1,0.0512659589947505,0.0,582.1340216666666,0.9347650651700986,0.0,POOL-02
LN-0003069,1,0.0614194074019402,0.0,8193.26219625,0.9303588446709954,0.0,POOL-04
LN-0003070,1,0.0604342543884659,0.85,0.0,0.9518199540141906,0.0,POOL-02
LN-0003071,1,0.109757721361444,0.0,113838.94513225,0.4872442184548864,0.0,POOL-06
LN-0003072,1,0.0502669875169908,0.1695775626249486,211210.8486475,0.5943014499514745,1069.98,POOL-07
LN-0003073,1,0.0817527090222827,0.45,0.0,0.877211899698525,0.0,POOL-07
LN-0003074,1,0.0420174474914006,0.85,0.0,0.9550266408397245,0.0,POOL-01
LN-0003075,3,1.0,0.495,0.0,0.47759431533295493,0.0,POOL-07
LN-0003076,1,0.0342408788682819,0.0009490339099056,227525.8354623333,0.6353541329159172,4.7,POOL-03
LN-0003077,1,0.0718804567040654,0.85,0.0,0.8585756526832296,0.0,POOL-07
LN-0003078,1,0.0822657767590005,0.0,22512.2399145,0.8780448802743075,0.0,POOL-10
LN-0003079,1,0.0706197185977119,0.0,159668.85675674997,0.5418262449980725,0.0,POOL-06
LN-0003080,1,0.0729724573018427,0.85,809.0524419999999,0.9185529126059283,46.1,POOL-09
LN-0003081,1,0.0433235653797338,0.0,213027.69096,0.7804700556617855,0.0,POOL-02
LN-0003082,1,0.0262468002093459,0.85,13509.913304,0.8389070035010272,252.85,POOL-09
LN-0003083,1,0.1552023059619443,0.0,18087.702899416665,0.883815637860926,0.0,POOL-04
LN-0003084,1,0.0985263928006868,0.0,274842.317355,0.5633350672629176,0.0,POOL-10
LN-0003085,1,0.0512321898079555,0.0,183962.9837958333,0.5925819947389263,0.0,POOL-03
LN-0003086,1,0.190030538869055,0.0,212937.48352,0.4416123670743909,0.0,POOL-04
LN-0003087,3,1.0,0.935,0.0,0.816322372366038,0.0,POOL-02
LN-0003088,1,0.0752162073068964,0.85,0.0,0.9030160736861117,0.0,POOL-08
LN-0003089,1,0.0385894157750552,0.85,0.0,0.9549395470781243,0.0,POOL-03
LN-0003090,1,0.0781355326110403,0.0,338724.4844425,0.7697934753808493,0.0,POOL-06
LN-0003091,1,0.0756972277045171,0.0914504041961673,225415.27612425,0.7403420820603678,1155.26,POOL-06
LN-0003092,1,0.0582121323195264,0.0,8749.256651,0.9336937012637502,0.0,POOL-05
LN-0003093,1,0.091708004989195,0.0,186721.40873966663,0.5152393031329332,0.0,POOL-10
LN-0003094,1,0.0429173180593277,0.45,0.0,0.7907397543844834,0.0,POOL-03
LN-0003095,1,0.0492202745290507,0.85,4687.665833999999,0.9212775553919236,180.68,POOL-07
LN-0003096,1,0.0278620178921643,0.85,2419.0160145833333,0.9149967975112088,52.42,POOL-08
LN-0003097,1,0.0627788296191165,0.090921093945696,351869.38384725,0.5707056004113219,1146.23,POOL-09
LN-0003098,1,0.069113878505589,0.45,0.0,0.9292958811880894,0.0,POOL-09
LN-0003099,1,0.1184137642361787,0.0120018515778975,113963.5779215,0.48515901099475234,78.58,POOL-03
LN-0003100,1,0.2335629211432496,0.0,160458.863016,0.6405022949377036,0.0,POOL-01
LN-0003101,1,0.0926159307126814,0.0,205794.97802116667,0.5137626916936475,0.0,POOL-01
LN-0003102,1,0.1061369830101758,0.45,0.0,0.9203418125601681,0.0,POOL-09
LN-0003103,1,0.0575942686915351,0.0,221235.58722375,0.5707056004113219,0.0,POOL-08
