loan_id,report_date,balance,delinquency_days,payment_received
LN-0034530,2023-01-31,434081.15,0,2021.72
LN-0034532,2023-01-31,272275.88,0,1329.8
LN-0034533,2023-01-31,284063.91,0,1480.15
LN-0034536,2023-01-31,211250.05,0,939.33
LN-0034538,2023-01-31,15643.44,0,476.95
LN-0034539,2023-01-31,8727.64,0,467.39
LN-0034540,2023-01-31,10033.69,0,670.62
LN-0034541,2023-01-31,17870.6,0,380.25
LN-0034542,2023-01-31,11194.75,0,443.97
LN-0034543,2023-01-31,5462.69,0,391.68
LN-0034544,2023-01-31,392894.47,0,1635.78
LN-0034545,2023-01-31,17130.69,0,600.33
LN-0034547,2023-01-31,29409.79,0,554.12
LN-0034548,2023-01-31,7306.75,30,664.25
LN-0034549,2023-01-31,26386.52,0,541.32
LN-0034550,2023-01-31,6872.86,0,312.42
LN-0034551,2023-01-31,367612.03,0,1804.94
LN-0034552,2023-01-31,315579.12,0,2575.21
LN-0034553,2023-01-31,11694.12,0,692.2
LN-0034554,2023-01-31,7783.82,0,707.62
LN-0034555,2023-01-31,333862.07,0,1287.66
LN-0034558,2023-01-31,7597.92,0,690.72
LN-0034560,2023-01-31,39860.59,0,662.59
LN-0034562,2023-01-31,24428.21,0,994.01
LN-0034563,2023-01-31,22210.31,0,658.72
LN-0034564,2023-01-31,406043.62,0,1950.74
LN-0034565,2023-01-31,4475.35,0,406.85
LN-0034566,2023-01-31,4497.03,0,200.69
LN-0034567,2023-01-31,424534.67,0,2524.15
LN-0034568,2023-01-31,295689.1,0,1320.3
LN-0034569,2023-01-31,257028.85,0,2162.42
LN-0034571,2023-01-31,374122.31,30,1696.06
LN-0034572,2023-01-31,276579.75,0,1392.92
LN-0034573,2023-01-31,307130.86,0,1512.61
LN-0034574,2023-01-31,9095.68,0,340.33
LN-0034575,2023-01-31,282731.08,0,1243.46
LN-0034576,2023-01-31,552705.48,0,2652.19
LN-0034578,2023-01-31,294214.54,0,1487.67
LN-0034579,2023-01-31,26120.68,0,813.15
LN-0034581,2023-01-31,249243.01,0,1185.3
LN-0034582,2023-01-31,21288.07,0,390.18
LN-0034583,2023-01-31,18849.05,0,1713.55
LN-0034584,2023-01-31,172891.74,0,867.7
LN-0034585,2023-01-31,9042.99,0,567.18
LN-0034586,2023-01-31,26213.44,30,776.38
LN-0034588,2023-01-31,11294.49,0,390.67
LN-0034590,2023-01-31,10161.15,0,679.59
LN-0034592,2023-01-31,1367.19,0,56.42
LN-0034593,2023-01-31,7402.71,0,222.04
LN-0034595,2023-01-31,10930.0,0,453.01
LN-0034598,2023-01-31,199054.75,0,1587.53
LN-0034599,2023-01-31,382650.75,30,1828.37
LN-0034600,2023-01-31,5207.94,0,173.77
LN-0034603,2023-01-31,12738.52,0,547.24
LN-0034604,2023-01-31,10029.14,0,911.74
LN-0034605,2023-01-31,23298.2,0,907.63
LN-0034606,2023-01-31,346142.84,0,1556.1
LN-0034607,2023-01-31,38511.55,0,954.48
LN-0034608,2023-01-31,6666.77,0,606.07
LN-0034609,2023-01-31,16619.7,0,481.03
LN-0034611,2023-01-31,13064.46,0,446.67
LN-0034612,2023-01-31,22141.23,0,391.84
LN-0034614,2023-01-31,342290.86,30,1437.4
LN-0034615,2023-01-31,345816.34,0,1820.71
LN-0034616,2023-01-31,201283.9,0,980.69
LN-0034617,2023-01-31,422247.75,0,2026.39
LN-0034620,2023-01-31,3573.24,30,119.31
LN-0034621,2023-01-31,16545.65,0,1504.15
LN-0034622,2023-01-31,17606.48,0,566.85
LN-0034623,2023-01-31,44637.82,0,905.48
LN-0034625,2023-01-31,317752.63,0,1443.19
LN-0034626,2023-01-31,11900.35,0,1081.85
LN-0034628,2023-01-31,20680.6,0,1156.97
LN-0034629,2023-01-31,4923.16,0,130.31
LN-0034630,2023-01-31,24943.62,0,721.96
LN-0034631,2023-01-31,17469.51,0,935.42
LN-0034632,2023-01-31,271443.94,0,1892.09
LN-0034634,2023-01-31,7966.33,0,664.13
LN-0034636,2023-01-31,2173.61,0,87.91
LN-0034637,2023-01-31,141645.04,0,619.83
LN-0034638,2023-01-31,382698.22,0,1520.81
LN-0034639,2023-01-31,9696.13,0,423.09
LN-0034640,2023-01-31,29278.8,0,865.38
LN-0034641,2023-01-31,329075.98,30,1517.82
LN-0034642,2023-01-31,15379.18,0,909.68
LN-0034643,2023-01-31,18547.77,0,529.21
LN-0034644,2023-01-31,15249.71,0,353.51
LN-0034645,2023-01-31,379288.4,0,2762.52
LN-0034646,2023-01-31,2611.73,0,114.9
LN-0034649,2023-01-31,210084.99,0,1644.63
LN-0034650,2023-01-31,6236.39,0,223.57
LN-0034651,2023-01-31,31913.06,0,592.82
LN-0034652,2023-01-31,17691.08,0,1608.28
LN-0034655,2023-01-31,9845.76,0,380.03
LN-0034656,2023-01-31,10062.79,0,402.99
LN-0034657,2023-01-31,21249.57,0,804.75
LN-0034658,2023-01-31,4858.92,0,441.72
LN-0034660,2023-01-31,9068.73,0,824.43
LN-0034661,2023-01-31,279987.68,0,2268.17
LN-0034662,2023-01-31,9208.09,0,336.35
LN-0034663,2023-01-31,341175.78,0,1787.87
LN-0034664,2023-01-31,17369.9,0,291.09
LN-0034666,2023-01-31,13321.44,0,1211.04
LN-0034667,2023-01-31,14713.49,0,1337.59
LN-0034669,2023-01-31,8325.44,0,524.08
LN-0034670,2023-01-31,24410.66,30,624.43
LN-0034671,2023-01-31,16753.45,30,632.1
LN-0034672,2023-01-31,418832.28,0,2015.46
LN-0034673,2023-01-31,11237.16,0,1021.56
LN-0034674,2023-01-31,4427.94,0,402.54
LN-0034675,2023-01-31,30508.98,0,908.08
LN-0034677,2023-01-31,33881.98,0,151.23
LN-0034679,2023-01-31,5591.08,0,508.28
LN-0034680,2023-01-31,251153.66,0,1042.41
LN-0034681,2023-01-31,294890.76,0,1267.81
LN-0034683,2023-01-31,289991.99,0,2450.39
LN-0034686,2023-01-31,9765.88,0,377.38
LN-0034687,2023-01-31,126251.99,0,529.23
LN-0034689,2023-01-31,33952.95,0,569.43
LN-0034690,2023-01-31,12931.82,0,1175.62
LN-0034691,2023-01-31,400849.72,0,1828.27
LN-0034692,2023-01-31,506072.15,0,2116.42
LN-0034693,2023-01-31,194554.7,0,1467.67
LN-0034694,2023-01-31,162121.02,0,863.1
LN-0034695,2023-01-31,2708.53,0,246.23
LN-0034696,2023-01-31,242076.2,30,1074.16
LN-0034697,2023-01-31,9844.34,0,894.94
LN-0034698,2023-01-31,321642.33,0,1469.62
LN-0034699,2023-01-31,25660.89,0,542.54
LN-0034700,2023-01-31,7864.85,0,256.87
LN-0034701,2023-01-31,14795.73,0,442.13
LN-0034702,2023-01-31,194277.37,0,797.96
LN-0034703,2023-01-31,4482.85,0,300.45
LN-0034704,2023-01-31,229225.94,0,1761.74
LN-0034706,2023-01-31,197806.65,0,893.2
LN-0034709,2023-01-31,380356.74,30,1740.89
LN-0034711,2023-01-31,1500.99,0,65.32
LN-0034712,2023-01-31,356039.3,0,1695.83
LN-0034713,2023-01-31,10459.35,30,950.85
LN-0034714,2023-01-31,16987.2,0,642.67
LN-0034715,2023-01-31,27887.65,0,504.45
LN-0034716,2023-01-31,26266.77,0,627.09
LN-0034717,2023-01-31,14627.25,0,1329.75
LN-0034718,2023-01-31,14207.38,0,1291.58
LN-0034719,2023-01-31,164372.92,0,863.93
LN-0034720,2023-01-31,1508.81,0,63.83
LN-0034721,2023-01-31,93306.36,0,743.3
LN-0034722,2023-01-31,24469.1,0,599.14
LN-0034723,2023-01-31,234462.46,0,1018.19
LN-0034724,2023-01-31,20917.97,0,923.1
LN-0034725,2023-01-31,6244.04,0,567.64
LN-0034726,2023-01-31,431563.51,0,2029.97
LN-0034727,2023-01-31,397383.21,0,2065.08
LN-0034731,2023-01-31,15715.85,0,312.04
LN-0034732,2023-01-31,20479.27,0,676.7
LN-0034733,2023-01-31,85433.22,0,401.61
LN-0034734,2023-01-31,10428.99,0,948.09
LN-0034735,2023-01-31,12854.61,0,647.96
LN-0034737,2023-01-31,8152.32,0,741.12
LN-0034740,2023-01-31,389985.96,0,1899.12
LN-0034742,2023-01-31,221109.48,0,1181.69
LN-0034744,2023-01-31,253965.82,0,1075.28
LN-0034745,2023-01-31,350774.32,0,3029.52
LN-0034746,2023-01-31,13966.07,0,704.8
LN-0034750,2023-01-31,12847.43,0,400.84
LN-0034751,2023-01-31,8217.99,0,747.09
LN-0034752,2023-01-31,8598.16,0,716.98
LN-0034753,2023-01-31,351326.92,30,1930.55
LN-0034754,2023-01-31,20177.82,0,464.31
LN-0034755,2023-01-31,478376.78,30,2662.85
LN-0034756,2023-01-31,9365.5,0,302.83
LN-0034757,2023-01-31,168775.09,0,867.1
LN-0034758,2023-01-31,13751.1,0,1250.1
LN-0034760,2023-01-31,21338.99,0,581.21
LN-0034761,2023-01-31,423720.61,0,2020.41
LN-0034762,2023-01-31,14920.55,0,630.1
LN-0034764,2023-01-31,500852.49,0,2224.93
LN-0034765,2023-01-31,5671.03,0,472.92
LN-0034766,2023-01-31,22178.67,0,596.15
LN-0034767,2023-01-31,264821.02,0,1291.61
LN-0034768,2023-01-31,6469.1,0,588.1
LN-0034769,2023-01-31,9916.8,0,419.14
LN-0034771,2023-01-31,19894.84,0,1532.09
LN-0034772,2023-01-31,238903.38,0,1209.02
LN-0034773,2023-01-31,3815.21,0,131.41
LN-0034775,2023-01-31,14396.63,30,358.83
LN-0034777,2023-01-31,468902.46,30,2386.65
LN-0034778,2023-01-31,276160.75,0,1493.79
LN-0034779,2023-01-31,11964.3,0,403.14
LN-0034780,2023-01-31,351067.69,0,1667.85
LN-0034782,2023-01-31,12688.95,0,753.46
LN-0034783,2023-01-31,12834.26,0,452.23
LN-0034785,2023-01-31,280669.21,30,1120.11
LN-0034786,2023-01-31,237051.98,30,1163.69
LN-0034788,2023-01-31,4954.1,0,181.33
LN-0034789,2023-01-31,291774.59,0,1325.2
LN-0034790,2023-01-31,18893.52,0,704.59
LN-0034791,2023-01-31,352840.04,60,1603.47
LN-0034792,2023-01-31,10511.49,0,955.59
LN-0034793,2023-01-31,341798.61,0,1656.59
LN-0034794,2023-01-31,365572.8,60,1770.01
LN-0034795,2023-01-31,9455.77,0,501.63
LN-0034796,2023-01-31,199432.11,0,1447.24
LN-0034798,2023-01-31,407936.7,0,1854.08
LN-0034801,2023-01-31,2760.68,60,101.17
LN-0034802,2023-01-31,7259.77,0,258.3
LN-0034803,2023-01-31,17958.96,0,1284.98
LN-0034804,2023-01-31,399869.31,0,2336.86
LN-0034807,2023-01-31,10379.5,0,498.92
LN-0034808,2023-01-31,11455.14,0,819.64
LN-0034809,2023-01-31,345815.57,0,2457.59
LN-0034810,2023-01-31,257908.05,0,1253.57
LN-0034811,2023-01-31,344768.29,0,2721.96
LN-0034813,2023-01-31,262860.6,0,1191.71
LN-0034814,2023-01-31,2314.13,0,82.67
LN-0034815,2023-01-31,6911.41,0,628.31
LN-0034817,2023-01-31,9593.87,0,872.17
LN-0034818,2023-01-31,104616.02,0,543.28
LN-0034820,2023-01-31,16527.31,0,615.53
LN-0034821,2023-01-31,20036.61,0,1821.51
LN-0034822,2023-01-31,11662.75,0,1060.25
LN-0034824,2023-01-31,5598.67,30,508.97
LN-0034826,2023-01-31,21565.87,0,719.36
LN-0034827,2023-01-31,8004.35,0,300.59
LN-0034828,2023-01-31,7911.99,0,403.11
LN-0034829,2023-01-31,190620.41,0,1034.56
LN-0034830,2023-01-31,32941.23,0,564.89
LN-0034831,2023-01-31,232281.92,0,1112.58
LN-0034832,2023-01-31,16000.58,0,401.35
LN-0034835,2023-01-31,18555.64,0,821.55
LN-0034836,2023-01-31,8960.05,30,814.55
LN-0034838,2023-01-31,238231.0,0,1895.25
LN-0034840,2023-01-31,10071.38,30,406.45
LN-0034841,2023-01-31,378954.23,0,1652.37
LN-0034842,2023-01-31,8075.81,0,212.12
LN-0034843,2023-01-31,36550.61,0,930.49
LN-0034844,2023-01-31,8100.15,0,433.56
LN-0034845,2023-01-31,26142.45,0,838.78
LN-0034846,2023-01-31,108751.74,0,573.1
LN-0034847,2023-01-31,562235.78,0,2539.49
LN-0034848,2023-01-31,34090.66,0,658.28
LN-0034849,2023-01-31,17272.74,0,330.13
LN-0034850,2023-01-31,35520.33,0,759.17
LN-0034852,2023-01-31,308998.78,0,1484.34
LN-0034853,2023-01-31,11418.87,0,221.74
LN-0034855,2023-01-31,424754.22,0,2168.14
LN-0034857,2023-01-31,3030.2,0,132.06
LN-0034859,2023-01-31,12868.37,0,298.87
LN-0034860,2023-01-31,12164.9,0,1105.9
LN-0034861,2023-01-31,14674.57,0,401.58
LN-0034862,2023-01-31,5262.84,0,478.44
LN-0034863,2023-01-31,16408.37,0,976.42
LN-0034864,2023-01-31,403246.4,0,2038.87
LN-0034865,2023-01-31,9946.97,0,904.27
LN-0034867,2023-01-31,368713.66,0,1738.36
LN-0034868,2023-01-31,26810.39,0,716.53
LN-0034869,2023-01-31,4153.93,0,377.63
LN-0034872,2023-01-31,19184.44,0,1744.04
LN-0034874,2023-01-31,13937.42,0,276.97
LN-0034875,2023-01-31,24535.71,0,838.09
LN-0034876,2023-01-31,158635.67,0,814.51
LN-0034878,2023-01-31,26061.55,0,714.85
LN-0034879,2023-01-31,52700.63,0,1051.35
LN-0034880,2023-01-31,24477.27,0,673.32
LN-0034881,2023-01-31,332569.95,0,1586.99
LN-0034882,2023-01-31,422740.3,0,1869.77
LN-0034884,2023-01-31,4763.69,0,204.55
LN-0034885,2023-01-31,24356.05,0,440.64
LN-0034886,2023-01-31,26581.49,0,831.14
LN-0034887,2023-01-31,57988.4,30,421.51
LN-0034888,2023-01-31,4968.37,0,451.67
LN-0034889,2023-01-31,12242.69,0,506.01
LN-0034890,2023-01-31,351485.67,0,1449.68
LN-0034893,2023-01-31,289608.05,0,1468.15
LN-0034894,2023-01-31,7623.39,0,290.39
LN-0034897,2023-01-31,301950.66,0,1327.83
LN-0034898,2023-01-31,37605.2,0,659.8
LN-0034899,2023-01-31,329448.23,0,2478.85
LN-0034900,2023-01-31,538339.04,0,3065.84
LN-0034901,2023-01-31,237415.46,0,1369.13
LN-0034903,2023-01-31,25565.32,60,848.83
LN-0034904,2023-01-31,9891.55,0,248.76
LN-0034907,2023-01-31,139838.3,0,736.91
LN-0034909,2023-01-31,12055.15,0,756.49
LN-0034912,2023-01-31,21340.06,0,449.19
LN-0034913,2023-01-31,8405.38,0,275.97
LN-0034914,2023-01-31,5420.3,0,195.47
LN-0034915,2023-01-31,380449.99,0,3050.64
LN-0034916,2023-01-31,20478.45,0,743.33
LN-0034917,2023-01-31,6588.68,0,549.19
LN-0034918,2023-01-31,12523.22,0,411.51
LN-0034919,2023-01-31,6384.08,0,309.97
LN-0034920,2023-01-31,4394.21,0,175.03
LN-0034922,2023-01-31,319300.19,30,1539.5
LN-0034924,2023-01-31,14301.1,0,1300.1
LN-0034925,2023-01-31,1909.23,0,84.44
LN-0034928,2023-01-31,298395.62,0,1304.32
LN-0034929,2023-01-31,218943.4,30,1957.1
LN-0034931,2023-01-31,31412.43,0,589.66
LN-0034932,2023-01-31,448980.08,0,3368.85
LN-0034935,2023-01-31,269533.3,0,1250.86
LN-0034936,2023-01-31,33050.61,0,543.15
LN-0034937,2023-01-31,20038.81,0,1821.71
LN-0034938,2023-01-31,217853.61,0,1035.15
LN-0034940,2023-01-31,409105.45,0,1927.79
LN-0034941,2023-01-31,5546.13,0,143.29
LN-0034945,2023-01-31,214922.12,30,1169.79
LN-0034947,2023-01-31,429404.72,0,2065.13
LN-0034948,2023-01-31,38634.77,0,653.26
LN-0034951,2023-01-31,9051.35,0,822.85
LN-0034953,2023-01-31,18593.39,0,325.76
LN-0034954,2023-01-31,10516.95,0,421.65
LN-0034955,2023-01-31,269542.41,0,1384.48
LN-0034958,2023-01-31,343076.65,0,1588.51
LN-0034959,2023-01-31,387080.16,0,1756.62
LN-0034960,2023-01-31,266065.75,0,1423.33
LN-0034961,2023-01-31,351651.69,0,1722.03
LN-0034963,2023-01-31,9077.12,0,356.55
LN-0034964,2023-01-31,1326.01,0,56.71
LN-0034965,2023-01-31,13970.78,0,414.49
LN-0034966,2023-01-31,13689.26,0,337.65
LN-0034967,2023-01-31,13200.99,0,1200.09
LN-0034968,2023-01-31,417628.78,0,2162.72
LN-0034969,2023-01-31,19099.14,0,578.67
LN-0034970,2023-01-31,417447.1,0,1682.95
LN-0034972,2023-01-31,41812.84,0,803.1
LN-0034973,2023-01-31,264794.12,0,1946.15
LN-0034974,2023-01-31,292941.64,0,1439.1
LN-0034976,2023-01-31,220100.84,0,1651.95
LN-0034978,2023-01-31,4690.4,0,426.4
LN-0034980,2023-01-31,285642.03,0,1334.77
LN-0034984,2023-01-31,25274.41,0,729.95
LN-0034985,2023-01-31,8251.78,0,688.15
LN-0034987,2023-01-31,423879.3,0,2238.49
LN-0034988,2023-01-31,6518.46,0,246.6
LN-0034989,2023-01-31,14483.7,0,1316.7
LN-0034990,2023-01-31,16692.89,0,607.65
LN-0034991,2023-01-31,267587.78,0,2297.65
LN-0034992,2023-01-31,121328.14,0,615.75
LN-0034993,2023-01-31,154497.78,0,860.74
LN-0034994,2023-01-31,6460.12,0,257.9
LN-0034995,2023-01-31,246877.98,0,1797.02
LN-0034996,2023-01-31,7891.55,0,529.18
LN-0034999,2023-01-31,6640.37,0,276.51
LN-0035000,2023-01-31,20296.04,0,1356.68
LN-0035001,2023-01-31,195616.24,0,809.4
LN-0035002,2023-01-31,33273.64,0,842.14
LN-0035003,2023-01-31,324341.88,0,2567.58
LN-0035004,2023-01-31,14856.65,60,404.2
LN-0035005,2023-01-31,5092.88,0,216.84
LN-0035006,2023-01-31,13718.1,0,1247.1
LN-0035008,2023-01-31,371948.36,0,1804.79
LN-0035009,2023-01-31,22237.66,0,1070.47
LN-0035010,2023-01-31,372457.83,0,1710.49
LN-0035012,2023-01-31,349211.15,0,2883.0
LN-0035013,2023-01-31,11065.31,0,467.91
LN-0035014,2023-01-31,7378.82,0,323.8
LN-0035015,2023-01-31,7677.37,0,256.06
LN-0035016,2023-01-31,355347.28,0,1959.72
LN-0035017,2023-01-31,3672.68,0,333.88
LN-0035018,2023-01-31,9010.0,0,603.43
LN-0035019,2023-01-31,26431.09,0,744.29
LN-0035021,2023-01-31,15662.03,0,831.57
LN-0035023,2023-01-31,7716.06,0,701.46
LN-0035024,2023-01-31,249428.71,0,1953.92
LN-0035025,2023-01-31,261273.24,0,1240.16
LN-0035026,2023-01-31,205264.46,0,1735.26
LN-0035027,2023-01-31,5635.52,0,403.3
LN-0035028,2023-01-31,14982.99,0,481.54
LN-0035030,2023-01-31,111776.54,0,496.25
LN-0035031,2023-01-31,341459.84,0,2828.48
LN-0035032,2023-01-31,419691.49,0,2069.77
LN-0035033,2023-01-31,126374.24,0,939.67
LN-0035035,2023-01-31,5016.2,0,359.77
LN-0035037,2023-01-31,375580.15,0,2984.92
LN-0035040,2023-01-31,351981.53,0,1707.77
LN-0035041,2023-01-31,363839.54,0,1438.64
LN-0035042,2023-01-31,482309.91,0,2127.79
LN-0035043,2023-01-31,1473.88,0,55.72
LN-0035044,2023-01-31,23654.43,0,388.95
LN-0035045,2023-01-31,333059.12,0,1331.44
LN-0035047,2023-01-31,388536.11,0,1707.19
LN-0035051,2023-01-31,14405.02,0,903.08
LN-0035052,2023-01-31,194685.17,0,876.27
LN-0035053,2023-01-31,249411.55,30,1365.03
LN-0035054,2023-01-31,11896.42,0,290.81
LN-0035055,2023-01-31,17071.78,0,1551.98
LN-0035056,2023-01-31,220405.25,0,1006.06
LN-0035057,2023-01-31,6538.79,0,214.35
LN-0035058,2023-01-31,391690.93,0,1855.85
LN-0035059,2023-01-31,8337.55,0,314.88
LN-0035063,2023-01-31,336937.2,30,1536.46
LN-0035064,2023-01-31,310313.27,0,1533.49
LN-0035066,2023-01-31,235644.95,0,938.6
LN-0035067,2023-01-31,21786.11,0,548.37
LN-0035068,2023-01-31,11252.58,0,475.17
LN-0035069,2023-01-31,13352.84,0,433.06
LN-0035071,2023-01-31,7164.15,0,256.0
LN-0035072,2023-01-31,321868.8,0,1456.42
LN-0035073,2023-01-31,28329.66,0,1199.62
LN-0035075,2023-01-31,19057.95,0,961.78
LN-0035076,2023-01-31,18220.41,30,510.6
LN-0035077,2023-01-31,50555.73,0,853.93
LN-0035078,2023-01-31,18989.68,0,402.76
LN-0035079,2023-01-31,27532.54,0,922.17
LN-0035080,2023-01-31,24982.47,0,459.11
LN-0035082,2023-01-31,276619.52,0,1385.95
LN-0035083,2023-01-31,323101.58,0,1482.51
LN-0035084,2023-01-31,17207.12,0,293.64
LN-0035085,2023-01-31,195549.32,0,1565.64
LN-0035086,2023-01-31,3655.13,0,304.7
LN-0035087,2023-01-31,28233.49,0,888.29
LN-0035089,2023-01-31,418520.88,0,1939.07
LN-0035091,2023-01-31,439668.51,60,1915.38
LN-0035092,2023-01-31,374019.16,0,1714.25
LN-0035093,2023-01-31,355868.05,0,1771.76
LN-0035094,2023-01-31,14795.94,0,579.73
LN-0035095,2023-01-31,21629.87,0,540.41
LN-0035096,2023-01-31,23672.97,0,699.06
LN-0035097,2023-01-31,4126.69,0,318.08
LN-0035098,2023-01-31,23158.74,30,517.24
LN-0035099,2023-01-31,2994.57,30,177.7
LN-0035100,2023-01-31,343659.62,0,1374.78
LN-0035101,2023-01-31,310796.57,0,1509.63
LN-0035102,2023-01-31,376508.01,0,3161.54
LN-0035104,2023-01-31,287723.53,0,2157.2
LN-0035105,2023-01-31,18693.53,0,617.25
LN-0035106,2023-01-31,6472.84,0,588.44
LN-0035107,2023-01-31,398759.83,0,1974.41
LN-0035109,2023-01-31,10565.96,0,368.01
LN-0035111,2023-01-31,130091.58,0,663.72
LN-0035112,2023-01-31,12987.19,0,444.29
LN-0035115,2023-01-31,6156.75,0,211.69
LN-0035116,2023-01-31,5127.29,0,249.88
LN-0035117,2023-01-31,4268.66,0,202.44
LN-0035118,2023-01-31,20624.05,0,808.45
LN-0035119,2023-01-31,6893.37,0,626.67
LN-0035120,2023-01-31,25957.25,0,766.2
LN-0035122,2023-01-31,23002.77,0,765.79
LN-0035123,2023-01-31,12317.16,0,397.85
LN-0035124,2023-01-31,46179.13,0,753.9
LN-0035125,2023-01-31,348580.59,0,1867.99
LN-0035126,2023-01-31,170224.84,0,1267.25
LN-0035127,2023-01-31,24446.77,0,541.71
LN-0035128,2023-01-31,352715.16,0,1725.26
LN-0035130,2023-01-31,328744.4,0,1529.37
LN-0035132,2023-01-31,2053.34,0,81.03
LN-0035134,2023-01-31,7593.63,0,354.0
LN-0035135,2023-01-31,164956.47,0,860.1
LN-0035136,2023-01-31,332762.54,0,1383.11
LN-0035138,2023-01-31,16114.23,0,1464.93
LN-0035139,2023-01-31,222334.64,0,1106.63
LN-0035140,2023-01-31,4949.28,0,208.26
LN-0035141,2023-01-31,298364.54,0,1640.98
LN-0035143,2023-01-31,461645.02,0,2073.95
LN-0035144,2023-01-31,2715.19,0,124.58
LN-0035145,2023-01-31,264463.99,0,1251.7
LN-0035146,2023-01-31,227852.2,0,1177.49
LN-0035148,2023-01-31,177321.6,30,780.8
LN-0035149,2023-01-31,188037.52,0,1455.86
LN-0035150,2023-01-31,26950.39,0,658.74
LN-0035151,2023-01-31,187246.67,0,852.93
LN-0035152,2023-01-31,22264.09,0,521.7
LN-0035153,2023-01-31,16364.9,0,1026.77
LN-0035156,2023-01-31,43424.35,0,905.62
LN-0035157,2023-01-31,16087.91,0,900.49
LN-0035158,2023-01-31,307753.78,0,1390.8
LN-0035159,2023-01-31,8918.23,0,356.08
LN-0035160,2023-01-31,10174.78,0,290.5
LN-0035161,2023-01-31,274469.39,0,1327.96
LN-0035162,2023-01-31,17392.36,0,490.42
LN-0035163,2023-01-31,5951.78,0,248.48
LN-0035165,2023-01-31,384672.64,0,1869.71
LN-0035166,2023-01-31,3514.74,30,132.98
LN-0035167,2023-01-31,135591.53,0,609.43
LN-0035169,2023-01-31,187248.88,0,1442.15
LN-0035171,2023-01-31,202560.64,0,1025.99
LN-0035172,2023-01-31,454215.82,30,1993.24
LN-0035177,2023-01-31,337736.01,0,1291.81
LN-0035179,2023-01-31,310793.82,0,2571.75
LN-0035180,2023-01-31,9037.19,0,318.71
LN-0035181,2023-01-31,1861.09,0,65.06
LN-0035182,2023-01-31,16778.52,0,276.04
LN-0035183,2023-01-31,3468.74,30,315.34
LN-0035184,2023-01-31,160759.3,0,805.8
LN-0035185,2023-01-31,282747.53,0,1340.88
LN-0035186,2023-01-31,8302.41,0,692.08
LN-0035187,2023-01-31,206930.15,0,1723.96
LN-0035188,2023-01-31,226749.47,0,1955.35
LN-0035189,2023-01-31,28224.15,0,640.04
LN-0035190,2023-01-31,195806.19,0,873.32
LN-0035193,2023-01-31,375834.83,0,1864.86
LN-0035196,2023-01-31,144469.69,0,724.31
LN-0035197,2023-01-31,18477.92,0,611.17
LN-0035198,2023-01-31,466230.83,0,2199.48
LN-0035199,2023-01-31,336878.32,0,1551.91
LN-0035200,2023-01-31,395155.2,0,1853.56
LN-0035202,2023-01-31,457994.45,0,1913.97
LN-0035204,2023-01-31,244203.7,0,2049.7
LN-0035205,2023-01-31,329489.59,0,1418.04
LN-0035206,2023-01-31,7825.84,0,711.44
LN-0035207,2023-01-31,293293.32,0,1493.36
LN-0035208,2023-01-31,3005.03,0,133.28
LN-0035209,2023-01-31,17866.38,0,389.24
LN-0035211,2023-01-31,345385.83,0,1854.73
LN-0035212,2023-01-31,271651.21,60,1349.36
LN-0035216,2023-01-31,114191.37,0,893.61
LN-0035217,2023-01-31,379263.63,0,1810.04
LN-0035218,2023-01-31,295316.9,0,1648.71
LN-0035219,2023-01-31,21141.31,0,405.61
LN-0035220,2023-01-31,38969.88,0,930.55
LN-0035221,2023-01-31,230762.7,0,1152.67
LN-0035223,2023-01-31,271175.68,0,1063.71
LN-0035225,2023-01-31,10568.36,30,960.76
LN-0035227,2023-01-31,13599.35,0,582.83
LN-0035228,2023-01-31,217787.15,30,850.99
LN-0035229,2023-01-31,19159.19,0,524.31
LN-0035230,2023-01-31,13901.54,0,374.62
LN-0035233,2023-01-31,16057.98,0,1236.03
LN-0035234,2023-01-31,4237.09,0,385.19
LN-0035236,2023-01-31,24064.07,0,688.66
LN-0035239,2023-01-31,342528.54,0,1643.3
LN-0035241,2023-01-31,272344.73,0,1098.02
LN-0035242,2023-01-31,33187.15,0,708.34
LN-0035243,2023-01-31,16500.0,0,1500.0
LN-0035244,2023-01-31,21810.94,0,481.79
LN-0035245,2023-01-31,20899.67,0,1899.97
LN-0035246,2023-01-31,344686.41,60,2649.48
LN-0035248,2023-01-31,22765.83,0,468.51
LN-0035249,2023-01-31,12162.18,0,583.71
LN-0035250,2023-01-31,399658.65,0,2085.41
LN-0035251,2023-01-31,41408.1,0,984.14
LN-0035252,2023-01-31,314825.21,0,2433.99
LN-0035253,2023-01-31,22486.71,0,1084.93
LN-0035255,2023-01-31,14005.31,0,1273.21
LN-0035256,2023-01-31,7388.04,0,671.64
LN-0035257,2023-01-31,13554.36,0,511.69
LN-0035258,2023-01-31,128090.62,0,1006.88
LN-0035260,2023-01-31,133001.31,0,635.7
LN-0035261,2023-01-31,7379.9,0,670.9
LN-0035264,2023-01-31,10996.79,0,554.77
LN-0035265,2023-01-31,14128.28,0,477.06
LN-0035266,2023-01-31,309722.95,0,1585.29
LN-0035267,2023-01-31,28210.35,0,993.98
LN-0035268,2023-01-31,13818.09,0,1256.19
LN-0035269,2023-01-31,6066.3,30,194.67
LN-0035270,2023-01-31,5521.34,0,501.94
LN-0035271,2023-01-31,14139.79,0,490.54
LN-0035272,2023-01-31,364770.52,0,2034.88
