customer_id,age,income,employment_type,employment_years,credit_score,state,city,customer_segment
CUST-009730,46,89288.86,Salaried,1,718,OH,City_29,High
CUST-009731,26,81274.75,Salaried,0,632,MI,City_30,High
CUST-009732,55,115217.86,Business Owner,1,617,FL,City_31,Premium
CUST-009733,57,45232.81,Business Owner,0,584,GA,City_32,Low
CUST-009734,27,124143.29,Professional,3,703,TX,City_33,Premium
CUST-009735,58,69405.95,Self-Employed,7,691,IL,City_34,Medium
CUST-009736,40,173827.54,Self-Employed,2,618,NY,City_35,Premium
CUST-009737,47,62471.8,Self-Employed,5,717,OH,City_36,Medium
CUST-009738,36,99302.6,Salaried,1,714,MI,City_37,High
CUST-009739,53,109943.54,Salaried,1,626,IL,City_38,High
CUST-009740,46,129101.11,Professional,6,707,NY,City_39,Premium
CUST-009741,32,76700.76,Business Owner,3,818,TX,City_40,High
CUST-009742,28,63154.06,Salaried,0,718,CA,City_41,Medium
CUST-009743,24,47109.86,Self-Employed,0,688,OH,City_42,Low
CUST-009744,44,100402.51,Salaried,4,823,NY,City_43,High
CUST-009745,48,24025.07,Salaried,0,762,NC,City_44,Low
CUST-009746,49,90272.64,Salaried,1,615,GA,City_45,High
CUST-009747,40,94392.8,Salaried,11,630,FL,City_46,High
CUST-009748,28,230879.97,Salaried,6,578,GA,City_47,Premium
CUST-009749,33,50455.61,Business Owner,0,725,OH,City_48,Medium
CUST-009750,55,83941.41,Salaried,3,705,MI,City_49,High
CUST-009751,36,82510.52,Salaried,6,719,TX,City_50,High
CUST-009752,43,38623.36,Professional,3,532,MI,City_51,Low
CUST-009753,29,74752.58,Salaried,1,659,NC,City_52,Medium
CUST-009754,46,33533.82,Salaried,0,782,GA,City_53,Low
CUST-009755,36,133655.67,Professional,8,511,TX,City_54,Premium
CUST-009756,54,106903.46,Salaried,2,684,CA,City_55,High
CUST-009757,51,97166.87,Salaried,1,677,TX,City_56,High
CUST-009758,36,51178.1,Salaried,3,564,PA,City_57,Medium
CUST-009759,40,175694.54,Self-Employed,1,613,FL,City_58,Premium
CUST-009760,35,39118.96,Self-Employed,0,648,TX,City_59,Low
CUST-009761,24,77285.0,Salaried,1,695,TX,City_60,High
CUST-009762,31,37187.5,Salaried,11,782,IL,City_61,Low
CUST-009763,44,67192.58,Professional,4,649,OH,City_62,Medium
CUST-009764,45,160793.54,Salaried,20,716,GA,City_63,Premium
CUST-009765,43,99577.16,Professional,2,539,NC,City_64,High
CUST-009766,38,43158.26,Salaried,0,674,OH,City_65,Low
CUST-009767,53,54830.38,Professional,13,730,FL,City_66,Medium
CUST-009768,42,59728.04,Salaried,2,570,TX,City_67,Medium
CUST-009769,50,45463.43,Self-Employed,0,649,NY,City_68,Low
CUST-009770,20,88326.61,Business Owner,4,416,GA,City_69,High
CUST-009771,18,278044.41,Salaried,3,750,OH,City_70,Premium
CUST-009772,45,53615.08,Salaried,0,718,GA,City_71,Medium
CUST-009773,24,238740.67,Salaried,8,625,NY,City_72,Premium
CUST-009774,39,74837.45,Salaried,0,674,IL,City_73,Medium
CUST-009775,38,90993.63,Salaried,4,585,OH,City_74,High
CUST-009776,61,87707.41,Business Owner,1,780,MI,City_75,High
CUST-009777,46,27103.87,Self-Employed,6,724,NC,City_76,Low
CUST-009778,43,98524.34,Self-Employed,4,775,TX,City_77,High
CUST-009779,52,20000.0,Self-Employed,0,528,MI,City_78,Low
CUST-009780,46,85031.47,Self-Employed,0,588,MI,City_79,High
CUST-009781,36,82695.12,Salaried,12,662,FL,City_80,High
CUST-009782,54,29860.58,Salaried,10,779,PA,City_81,Low
CUST-009783,28,77972.07,Salaried,4,639,NC,City_82,High
CUST-009784,45,62913.38,Salaried,16,706,NC,City_83,Medium
CUST-009785,23,68393.36,Self-Employed,1,659,IL,City_84,Medium
CUST-009786,44,68809.74,Salaried,0,582,IL,City_85,Medium
CUST-009787,44,52670.38,Salaried,21,752,OH,City_86,Medium
CUST-009788,62,78485.03,Self-Employed,6,753,PA,City_87,High
CUST-009789,23,126076.14,Salaried,0,709,OH,City_88,Premium
CUST-009790,34,64982.38,Salaried,3,771,MI,City_89,Medium
CUST-009791,51,72772.42,Salaried,4,641,OH,City_90,Medium
CUST-009792,46,110717.75,Salaried,2,756,MI,City_91,High
CUST-009793,44,292728.0,Salaried,9,722,GA,City_92,Premium
CUST-009794,30,66806.8,Salaried,13,739,CA,City_93,Medium
CUST-009795,34,27007.75,Salaried,2,658,NY,City_94,Low
CUST-009796,56,43793.07,Salaried,0,748,PA,City_95,Low
CUST-009797,41,107657.44,Salaried,8,607,PA,City_96,High
CUST-009798,46,185872.82,Business Owner,0,670,CA,City_97,Premium
CUST-009799,40,42523.84,Self-Employed,8,714,MI,City_98,Low
CUST-009800,27,73071.34,Professional,3,679,PA,City_99,Medium
CUST-009801,53,75872.91,Salaried,3,537,GA,City_0,High
CUST-009802,48,47285.11,Salaried,2,724,NY,City_1,Low
CUST-009803,69,188411.45,Salaried,7,676,NC,City_2,Premium
CUST-009804,29,150796.84,Salaried,7,782,NY,City_3,Premium
CUST-009805,51,92201.84,Salaried,12,798,NC,City_4,High
CUST-009806,26,58296.7,Salaried,9,654,NC,City_5,Medium
CUST-009807,43,133116.46,Business Owner,5,743,OH,City_6,Premium
CUST-009808,53,102089.48,Salaried,1,678,TX,City_7,High
CUST-009809,18,57700.35,Self-Employed,0,548,FL,City_8,Medium
CUST-009810,39,134339.35,Salaried,2,633,MI,City_9,Premium
CUST-009811,35,93599.76,Salaried,4,719,PA,City_10,High
CUST-009812,33,27690.04,Business Owner,1,623,PA,City_11,Low
CUST-009813,46,41353.3,Business Owner,6,746,FL,City_12,Low
CUST-009814,55,33779.51,Salaried,2,746,CA,City_13,Low
CUST-009815,40,139241.3,Professional,6,781,PA,City_14,Premium
CUST-009816,44,49215.03,Salaried,6,721,IL,City_15,Low
CUST-009817,43,109266.65,Salaried,1,769,CA,City_16,High
CUST-009818,42,276058.22,Salaried,5,609,PA,City_17,Premium
CUST-009819,28,120779.78,Self-Employed,13,714,GA,City_18,Premium
CUST-009820,55,58329.42,Salaried,2,728,MI,City_19,Medium
CUST-009821,45,48003.9,Self-Employed,2,716,OH,City_20,Low
CUST-009822,46,62407.14,Self-Employed,0,613,FL,City_21,Medium
CUST-009823,32,40480.93,Salaried,12,599,FL,City_22,Low
CUST-009824,36,37742.96,Business Owner,8,665,IL,City_23,Low
CUST-009825,39,46270.72,Salaried,3,810,PA,City_24,Low
CUST-009826,23,103214.98,Salaried,1,758,GA,City_25,High
CUST-009827,21,54870.36,Self-Employed,2,525,CA,City_26,Medium
CUST-009828,34,65517.53,Salaried,0,579,NY,City_27,Medium
CUST-009829,48,99384.88,Salaried,0,698,GA,City_28,High
CUST-009830,34,116027.89,Self-Employed,11,692,TX,City_29,Premium
CUST-009831,29,23568.28,Salaried,9,524,FL,City_30,Low
CUST-009832,32,26668.64,Professional,16,578,IL,City_31,Low
CUST-009833,36,59493.61,Professional,5,676,NY,City_32,Medium
CUST-009834,37,38420.79,Salaried,4,593,MI,City_33,Low
CUST-009835,67,125237.21,Salaried,2,628,PA,City_34,Premium
CUST-009836,54,56779.7,Salaried,2,801,OH,City_35,Medium
CUST-009837,54,220534.8,Self-Employed,1,666,CA,City_36,Premium
CUST-009838,56,55965.63,Self-Employed,8,610,IL,City_37,Medium
CUST-009839,30,90257.05,Salaried,0,759,CA,City_38,High
CUST-009840,27,50262.13,Self-Employed,2,674,CA,City_39,Medium
CUST-009841,28,100488.8,Self-Employed,1,642,NC,City_40,High
CUST-009842,58,101824.28,Salaried,4,772,NY,City_41,High
CUST-009843,35,127758.05,Professional,2,695,GA,City_42,Premium
CUST-009844,26,69194.38,Salaried,7,555,IL,City_43,Medium
CUST-009845,36,160725.24,Salaried,1,717,NY,City_44,Premium
CUST-009846,39,89771.43,Business Owner,1,641,FL,City_45,High
CUST-009847,45,50988.34,Salaried,2,621,NY,City_46,Medium
CUST-009848,45,51207.38,Salaried,4,636,CA,City_47,Medium
CUST-009849,32,116138.29,Self-Employed,4,692,GA,City_48,Premium
CUST-009850,50,160139.3,Self-Employed,11,667,OH,City_49,Premium
CUST-009851,34,38254.1,Self-Employed,0,776,NC,City_50,Low
CUST-009852,40,117692.67,Salaried,2,609,NC,City_51,Premium
CUST-009853,50,30743.37,Salaried,0,750,GA,City_52,Low
CUST-009854,34,51779.7,Professional,4,612,TX,City_53,Medium
CUST-009855,35,100617.72,Salaried,1,510,MI,City_54,High
CUST-009856,49,45104.43,Salaried,0,654,NY,City_55,Low
CUST-009857,31,180718.49,Salaried,4,828,TX,City_56,Premium
CUST-009858,37,108054.54,Salaried,9,684,TX,City_57,High
CUST-009859,48,36913.39,Salaried,9,731,TX,City_58,Low
CUST-009860,66,111137.42,Professional,8,717,GA,City_59,High
CUST-009861,49,33962.84,Salaried,2,694,GA,City_60,Low
CUST-009862,47,75166.67,Self-Employed,0,627,TX,City_61,Medium
CUST-009863,48,126961.0,Self-Employed,4,696,NY,City_62,Premium
CUST-009864,29,114785.73,Self-Employed,12,800,GA,City_63,Premium
CUST-009865,43,71213.13,Self-Employed,1,506,IL,City_64,Medium
CUST-009866,41,61002.46,Salaried,0,604,MI,City_65,Medium
CUST-009867,45,37442.56,Business Owner,2,728,FL,City_66,Low
CUST-009868,43,83683.69,Salaried,25,734,IL,City_67,High
CUST-009869,46,121532.41,Salaried,4,833,PA,City_68,Premium
CUST-009870,38,258869.46,Business Owner,6,670,NC,City_69,Premium
CUST-009871,42,57043.18,Salaried,4,847,OH,City_70,Medium
CUST-009872,27,124647.12,Salaried,2,617,NC,City_71,Premium
CUST-009873,38,118649.5,Salaried,1,639,PA,City_72,Premium
CUST-009874,58,56350.62,Salaried,5,546,OH,City_73,Medium
CUST-009875,45,115592.11,Business Owner,4,583,NC,City_74,Premium
CUST-009876,41,45955.59,Professional,7,624,CA,City_75,Low
CUST-009877,64,87505.42,Salaried,4,682,PA,City_76,High
CUST-009878,25,66069.82,Salaried,1,654,FL,City_77,Medium
CUST-009879,28,97867.84,Professional,0,604,MI,City_78,High
CUST-009880,62,102656.56,Self-Employed,2,672,GA,City_79,High
CUST-009881,42,54612.07,Self-Employed,4,657,OH,City_80,Medium
CUST-009882,39,74565.96,Salaried,0,849,CA,City_81,Medium
CUST-009883,27,69429.26,Salaried,6,639,GA,City_82,Medium
CUST-009884,47,39009.74,Business Owner,6,708,MI,City_83,Low
CUST-009885,48,60076.56,Salaried,1,670,OH,City_84,Medium
CUST-009886,28,52987.65,Salaried,10,846,CA,City_85,Medium
CUST-009887,40,38138.51,Salaried,8,696,OH,City_86,Low
CUST-009888,37,46302.4,Self-Employed,5,789,NC,City_87,Low
CUST-009889,45,64234.09,Salaried,1,786,NY,City_88,Medium
CUST-009890,28,77517.41,Salaried,2,538,GA,City_89,High
CUST-009891,57,35562.18,Business Owner,2,666,GA,City_90,Low
CUST-009892,52,154110.16,Professional,3,668,IL,City_91,Premium
CUST-009893,37,108364.09,Professional,6,543,PA,City_92,High
CUST-009894,39,71262.34,Salaried,1,554,FL,City_93,Medium
CUST-009895,40,36094.25,Professional,11,714,OH,City_94,Low
CUST-009896,32,66020.09,Salaried,2,790,NC,City_95,Medium
CUST-009897,36,63658.53,Professional,19,667,GA,City_96,Medium
CUST-009898,38,39220.57,Salaried,0,579,CA,City_97,Low
CUST-009899,61,37353.8,Salaried,4,722,OH,City_98,Low
CUST-009900,53,118790.67,Self-Employed,8,678,TX,City_99,Premium
CUST-009901,53,61749.67,Self-Employed,4,658,FL,City_0,Medium
CUST-009902,46,127591.02,Salaried,4,656,PA,City_1,Premium
CUST-009903,28,74409.7,Salaried,5,499,NY,City_2,Medium
CUST-009904,41,117742.01,Professional,7,727,OH,City_3,Premium
CUST-009905,53,115409.21,Business Owner,3,810,IL,City_4,Premium
CUST-009906,26,99234.29,Salaried,8,637,NY,City_5,High
CUST-009907,49,152484.32,Self-Employed,4,850,TX,City_6,Premium
CUST-009908,69,79653.44,Salaried,6,671,OH,City_7,High
CUST-009909,54,30589.2,Professional,2,458,NC,City_8,Low
CUST-009910,58,33661.64,Salaried,0,779,FL,City_9,Low
CUST-009911,44,50694.05,Salaried,3,711,FL,City_10,Medium
CUST-009912,53,117056.51,Self-Employed,0,729,FL,City_11,Premium
CUST-009913,33,58995.13,Salaried,3,651,MI,City_12,Medium
CUST-009914,51,84832.01,Business Owner,0,610,OH,City_13,High
CUST-009915,49,103429.92,Salaried,2,724,CA,City_14,High
CUST-009916,45,82775.31,Business Owner,6,616,GA,City_15,High
CUST-009917,57,20000.0,Salaried,22,647,NC,City_16,Low
CUST-009918,35,36794.2,Salaried,1,543,NC,City_17,Low
CUST-009919,39,216380.24,Salaried,0,771,IL,City_18,Premium
CUST-009920,43,91206.32,Self-Employed,5,575,FL,City_19,High
CUST-009921,29,20000.0,Salaried,1,761,CA,City_20,Low
CUST-009922,44,78204.0,Professional,0,667,OH,City_21,High
CUST-009923,21,221200.49,Self-Employed,16,696,GA,City_22,Premium
CUST-009924,54,88390.62,Salaried,11,704,GA,City_23,High
CUST-009925,42,77024.67,Salaried,1,740,TX,City_24,High
CUST-009926,35,25039.91,Salaried,3,733,GA,City_25,Low
CUST-009927,31,63749.35,Self-Employed,8,675,NC,City_26,Medium
CUST-009928,39,27981.82,Business Owner,11,718,PA,City_27,Low
CUST-009929,50,36017.84,Business Owner,4,583,IL,City_28,Low
CUST-009930,48,31399.2,Salaried,1,592,TX,City_29,Low
CUST-009931,33,212970.17,Business Owner,6,690,IL,City_30,Premium
CUST-009932,31,116083.55,Salaried,1,634,TX,City_31,Premium
CUST-009933,49,173829.99,Professional,2,555,TX,City_32,Premium
CUST-009934,33,33899.73,Salaried,5,730,CA,City_33,Low
CUST-009935,42,84095.02,Salaried,1,683,OH,City_34,High
CUST-009936,43,40961.47,Professional,5,522,FL,City_35,Low
CUST-009937,45,43676.77,Salaried,5,616,OH,City_36,Low
CUST-009938,52,99400.19,Salaried,6,756,IL,City_37,High
CUST-009939,26,83493.61,Salaried,6,601,NC,City_38,High
CUST-009940,19,89052.5,Salaried,3,672,GA,City_39,High
CUST-009941,35,35297.53,Business Owner,3,617,PA,City_40,Low
CUST-009942,63,80967.12,Salaried,11,697,CA,City_41,High
CUST-009943,66,92398.6,Salaried,6,642,NY,City_42,High
CUST-009944,63,50017.26,Salaried,9,725,NY,City_43,Low
CUST-009945,39,63709.05,Professional,0,836,OH,City_44,Medium
CUST-009946,20,27947.05,Salaried,0,619,NY,City_45,Low
CUST-009947,18,20574.63,Self-Employed,11,780,CA,City_46,Low
CUST-009948,34,250254.91,Salaried,1,784,NC,City_47,Premium
CUST-009949,39,84808.0,Self-Employed,2,662,GA,City_48,High
CUST-009950,57,60469.42,Salaried,7,704,FL,City_49,Medium
CUST-009951,52,121077.28,Self-Employed,4,683,MI,City_50,Premium
CUST-009952,44,44497.01,Professional,8,552,TX,City_51,Low
CUST-009953,31,80124.45,Salaried,3,709,OH,City_52,High
CUST-009954,30,145654.67,Salaried,2,784,NC,City_53,Premium
CUST-009955,45,38715.84,Business Owner,9,567,NC,City_54,Low
CUST-009956,50,55828.64,Self-Employed,7,847,NC,City_55,Medium
CUST-009957,46,32754.17,Self-Employed,2,672,NY,City_56,Low
CUST-009958,29,123794.22,Business Owner,12,761,NC,City_57,Premium
CUST-009959,49,84835.45,Salaried,3,517,GA,City_58,High
CUST-009960,47,151487.26,Professional,4,743,NC,City_59,Premium
CUST-009961,29,124360.22,Business Owner,3,825,TX,City_60,Premium
CUST-009962,32,64112.39,Salaried,13,659,NY,City_61,Medium
CUST-009963,50,95962.37,Salaried,4,661,CA,City_62,High
CUST-009964,39,96579.81,Professional,2,705,NC,City_63,High
CUST-009965,61,116461.65,Salaried,6,571,NC,City_64,Premium
CUST-009966,48,180790.27,Self-Employed,0,707,GA,City_65,Premium
CUST-009967,36,38985.92,Self-Employed,4,545,IL,City_66,Low
CUST-009968,41,24329.67,Self-Employed,9,563,OH,City_67,Low
CUST-009969,42,39915.04,Self-Employed,28,632,NY,City_68,Low
CUST-009970,33,99599.49,Salaried,1,811,MI,City_69,High
CUST-009971,31,96134.03,Salaried,0,631,GA,City_70,High
CUST-009972,50,53314.08,Salaried,0,792,OH,City_71,Medium
CUST-009973,52,63715.31,Salaried,1,562,GA,City_72,Medium
CUST-009974,49,45463.51,Salaried,21,675,OH,City_73,Low
CUST-009975,60,70332.33,Self-Employed,1,652,GA,City_74,Medium
CUST-009976,35,49464.32,Business Owner,5,700,IL,City_75,Low
CUST-009977,62,200251.35,Salaried,8,721,FL,City_76,Premium
CUST-009978,31,165867.81,Salaried,1,767,PA,City_77,Premium
CUST-009979,29,115788.05,Salaried,1,661,MI,City_78,Premium
CUST-009980,20,76419.5,Salaried,0,702,NY,City_79,High
CUST-009981,36,148562.74,Salaried,0,721,NY,City_80,Premium
CUST-009982,35,79577.5,Salaried,9,685,NC,City_81,High
CUST-009983,48,82615.21,Salaried,20,746,CA,City_82,High
CUST-009984,44,26594.4,Professional,4,642,MI,City_83,Low
CUST-009985,27,87697.59,Salaried,5,659,GA,City_84,High
CUST-009986,37,34562.97,Salaried,1,630,FL,City_85,Low
CUST-009987,37,58897.02,Self-Employed,10,755,FL,City_86,Medium
CUST-009988,20,83002.23,Salaried,6,803,IL,City_87,High
CUST-009989,30,43740.42,Business Owner,9,528,MI,City_88,Low
CUST-009990,32,99954.69,Salaried,2,799,CA,City_89,High
CUST-009991,59,140967.09,Salaried,1,801,FL,City_90,Premium
CUST-009992,44,44132.72,Salaried,0,616,TX,City_91,Low
CUST-009993,49,80473.11,Salaried,4,706,MI,City_92,High
CUST-009994,24,35502.78,Self-Employed,0,616,IL,City_93,Low
CUST-009995,56,37238.15,Business Owner,9,713,GA,City_94,Low
CUST-009996,57,90333.56,Salaried,0,642,GA,City_95,High
CUST-009997,18,115071.08,Salaried,1,733,PA,City_96,Premium
CUST-009998,33,30324.22,Professional,2,625,GA,City_97,Low
CUST-009999,47,256385.66,Salaried,4,633,MI,City_98,Premium
CUST-010000,49,55665.59,Salaried,0,757,MI,City_99,Medium
CUST-010001,33,84938.65,Self-Employed,13,611,NY,City_0,High
CUST-010002,38,54435.57,Salaried,0,605,NY,City_1,Medium
CUST-010003,34,63234.59,Salaried,1,638,GA,City_2,Medium
CUST-010004,43,186512.09,Salaried,5,641,IL,City_3,Premium
CUST-010005,56,185076.8,Business Owner,3,745,GA,City_4,Premium
CUST-010006,32,27860.88,Self-Employed,3,618,GA,City_5,Low
CUST-010007,54,53479.02,Salaried,0,838,IL,City_6,Medium
CUST-010008,32,440483.28,Salaried,2,631,OH,City_7,Premium
CUST-010009,31,57839.79,Professional,1,685,TX,City_8,Medium
CUST-010010,51,96650.07,Business Owner,1,660,IL,City_9,High
CUST-010011,53,148312.28,Salaried,4,559,OH,City_10,Premium
CUST-010012,52,125140.7,Salaried,7,681,NY,City_11,Premium
CUST-010013,26,20000.0,Salaried,0,576,TX,City_12,Low
CUST-010014,36,91639.88,Salaried,2,510,NY,City_13,High
CUST-010015,51,214234.89,Salaried,6,713,GA,City_14,Premium
CUST-010016,42,76334.63,Salaried,1,499,NC,City_15,High
CUST-010017,29,40156.32,Self-Employed,8,651,FL,City_16,Low
CUST-010018,47,40618.35,Professional,0,749,NC,City_17,Low
CUST-010019,33,66556.2,Professional,6,690,NC,City_18,Medium
CUST-010020,63,112462.61,Business Owner,4,482,FL,City_19,High
CUST-010021,60,424651.97,Self-Employed,4,712,MI,City_20,Premium
CUST-010022,49,63030.26,Salaried,2,567,CA,City_21,Medium
CUST-010023,58,105074.42,Salaried,2,695,FL,City_22,High
CUST-010024,42,29687.88,Salaried,6,707,PA,City_23,Low
CUST-010025,51,27289.86,Salaried,8,594,IL,City_24,Low
CUST-010026,59,55664.47,Salaried,0,697,PA,City_25,Medium
CUST-010027,44,97978.78,Salaried,3,723,FL,City_26,High
CUST-010028,38,71214.23,Salaried,4,672,NC,City_27,Medium
CUST-010029,21,77435.42,Professional,3,809,FL,City_28,High
CUST-010030,41,63611.44,Salaried,0,687,NY,City_29,Medium
CUST-010031,51,73761.97,Self-Employed,11,616,OH,City_30,Medium
CUST-010032,53,62877.35,Salaried,4,579,TX,City_31,Medium
CUST-010033,48,33371.53,Professional,0,706,NC,City_32,Low
CUST-010034,35,30648.54,Salaried,7,676,NC,City_33,Low
CUST-010035,18,169546.8,Professional,0,732,IL,City_34,Premium
CUST-010036,36,45766.62,Salaried,0,756,MI,City_35,Low
CUST-010037,38,64920.32,Professional,4,729,FL,City_36,Medium
CUST-010038,38,153156.14,Self-Employed,2,619,PA,City_37,Premium
CUST-010039,49,63797.53,Salaried,1,669,IL,City_38,Medium
CUST-010040,65,126973.48,Self-Employed,6,631,CA,City_39,Premium
CUST-010041,43,44021.06,Salaried,2,828,NC,City_40,Low
CUST-010042,39,190703.57,Business Owner,8,750,PA,City_41,Premium
CUST-010043,38,85944.2,Salaried,9,687,NC,City_42,High
CUST-010044,43,73801.73,Salaried,2,656,NY,City_43,Medium
CUST-010045,32,67938.24,Salaried,8,471,FL,City_44,Medium
CUST-010046,43,118689.85,Salaried,1,778,NC,City_45,Premium
CUST-010047,47,86420.58,Business Owner,13,677,NY,City_46,High
CUST-010048,44,20000.0,Salaried,3,675,PA,City_47,Low
CUST-010049,47,57320.89,Self-Employed,0,685,GA,City_48,Medium
CUST-010050,47,90983.23,Salaried,3,614,MI,City_49,High
CUST-010051,20,41953.58,Salaried,3,720,IL,City_50,Low
CUST-010052,49,55433.37,Professional,0,826,NC,City_51,Medium
CUST-010053,33,59423.08,Salaried,11,843,TX,City_52,Medium
CUST-010054,28,195287.77,Business Owner,4,517,OH,City_53,Premium
CUST-010055,28,107358.61,Self-Employed,3,680,MI,City_54,High
CUST-010056,47,91369.76,Business Owner,13,599,NC,City_55,High
CUST-010057,39,37263.57,Self-Employed,0,623,CA,City_56,Low
CUST-010058,21,49733.26,Salaried,2,640,GA,City_57,Low
CUST-010059,47,124916.42,Salaried,12,700,CA,City_58,Premium
CUST-010060,24,111447.28,Salaried,0,567,GA,City_59,High
CUST-010061,43,31982.07,Salaried,9,720,PA,City_60,Low
CUST-010062,44,173665.7,Self-Employed,1,686,MI,City_61,Premium
CUST-010063,52,44750.5,Salaried,2,780,OH,City_62,Low
CUST-010064,63,92988.23,Salaried,4,614,MI,City_63,High
CUST-010065,25,386677.7,Self-Employed,1,833,MI,City_64,Premium
CUST-010066,41,58350.12,Business Owner,2,657,MI,City_65,Medium
CUST-010067,38,82930.94,Salaried,4,719,IL,City_66,High
CUST-010068,47,53635.65,Self-Employed,11,573,GA,City_67,Medium
CUST-010069,44,83315.99,Self-Employed,1,756,PA,City_68,High
CUST-010070,37,176366.44,Salaried,3,756,TX,City_69,Premium
CUST-010071,36,66737.17,Salaried,1,847,IL,City_70,Medium
CUST-010072,28,62859.61,Salaried,3,581,CA,City_71,Medium
CUST-010073,53,145418.85,Salaried,2,614,IL,City_72,Premium
CUST-010074,47,35147.37,Self-Employed,13,560,PA,City_73,Low
CUST-010075,53,78835.15,Business Owner,4,619,FL,City_74,High
CUST-010076,38,48466.45,Professional,3,746,MI,City_75,Low
CUST-010077,34,65020.41,Self-Employed,2,733,NY,City_76,Medium
CUST-010078,29,44039.21,Salaried,0,697,PA,City_77,Low
CUST-010079,46,31823.36,Professional,3,604,IL,City_78,Low
CUST-010080,29,20000.0,Professional,1,592,NC,City_79,Low
CUST-010081,64,57159.99,Self-Employed,1,643,IL,City_80,Medium
CUST-010082,26,85992.23,Self-Employed,1,836,FL,City_81,High
CUST-010083,45,122172.24,Salaried,20,593,GA,City_82,Premium
CUST-010084,60,33656.51,Salaried,2,523,NC,City_83,Low
CUST-010085,49,82176.57,Salaried,15,695,CA,City_84,High
CUST-010086,44,104903.52,Business Owner,1,768,IL,City_85,High
CUST-010087,30,93093.75,Business Owner,7,719,CA,City_86,High
CUST-010088,25,87543.74,Salaried,0,672,TX,City_87,High
CUST-010089,51,20493.15,Salaried,0,721,MI,City_88,Low
CUST-010090,60,69806.81,Salaried,14,697,TX,City_89,Medium
CUST-010091,36,71387.37,Business Owner,2,724,GA,City_90,Medium
CUST-010092,28,104033.97,Salaried,2,600,NC,City_91,High
CUST-010093,18,172428.79,Professional,3,679,PA,City_92,Premium
CUST-010094,30,64200.38,Self-Employed,1,848,NY,City_93,Medium
CUST-010095,40,60978.15,Salaried,7,781,TX,City_94,Medium
CUST-010096,61,81110.01,Salaried,1,836,GA,City_95,High
CUST-010097,50,75986.61,Salaried,10,538,NC,City_96,High
CUST-010098,45,97219.08,Salaried,4,701,PA,City_97,High
CUST-010099,37,103021.4,Business Owner,5,599,MI,City_98,High
CUST-010100,35,67479.16,Self-Employed,3,790,PA,City_99,Medium
CUST-010101,58,101193.25,Salaried,1,731,TX,City_0,High
CUST-010102,44,65773.98,Salaried,2,620,OH,City_1,Medium
CUST-010103,18,31412.9,Business Owner,5,697,IL,City_2,Low
CUST-010104,33,37478.09,Business Owner,1,711,FL,City_3,Low
CUST-010105,31,20000.0,Self-Employed,12,783,MI,City_4,Low
CUST-010106,35,203387.51,Salaried,1,737,TX,City_5,Premium
CUST-010107,48,162169.32,Professional,2,558,CA,City_6,Premium
CUST-010108,40,139534.26,Business Owner,0,691,IL,City_7,Premium
CUST-010109,41,65868.21,Business Owner,6,758,GA,City_8,Medium
CUST-010110,57,134759.86,Business Owner,5,707,NY,City_9,Premium
CUST-010111,33,128529.7,Self-Employed,2,842,OH,City_10,Premium
CUST-010112,64,31342.78,Salaried,2,601,OH,City_11,Low
CUST-010113,33,46793.68,Salaried,0,838,FL,City_12,Low
CUST-010114,43,103542.16,Self-Employed,1,671,OH,City_13,High
CUST-010115,38,55926.22,Salaried,8,618,NY,City_14,Medium
CUST-010116,43,49064.93,Professional,0,681,OH,City_15,Low
CUST-010117,47,122935.3,Salaried,1,504,GA,City_16,Premium
CUST-010118,47,45627.09,Self-Employed,0,668,CA,City_17,Low
CUST-010119,32,332436.71,Salaried,5,692,FL,City_18,Premium
CUST-010120,28,195205.24,Salaried,0,703,FL,City_19,Premium
CUST-010121,72,65983.96,Salaried,2,539,CA,City_20,Medium
CUST-010122,36,158737.52,Salaried,3,766,MI,City_21,Premium
CUST-010123,50,83881.79,Salaried,1,689,MI,City_22,High
CUST-010124,22,58439.31,Salaried,2,847,FL,City_23,Medium
CUST-010125,38,245753.48,Salaried,5,824,TX,City_24,Premium
CUST-010126,40,94800.08,Salaried,0,733,FL,City_25,High
CUST-010127,47,43850.65,Salaried,4,747,CA,City_26,Low
CUST-010128,18,98842.1,Self-Employed,0,609,GA,City_27,High
CUST-010129,43,205194.93,Salaried,0,678,PA,City_28,Premium
CUST-010130,28,75105.93,Salaried,2,633,CA,City_29,Medium
CUST-010131,45,85049.2,Salaried,0,729,CA,City_30,High
CUST-010132,29,62655.39,Self-Employed,2,645,FL,City_31,Medium
CUST-010133,31,92635.53,Self-Employed,1,623,IL,City_32,High
CUST-010134,38,41713.05,Business Owner,3,716,PA,City_33,Low
CUST-010135,29,46533.6,Salaried,16,579,CA,City_34,Low
CUST-010136,36,61073.65,Salaried,1,564,NY,City_35,Medium
CUST-010137,27,82938.41,Professional,2,526,NY,City_36,High
CUST-010138,20,146196.04,Self-Employed,4,723,IL,City_37,Premium
CUST-010139,54,68661.53,Salaried,4,682,GA,City_38,Medium
CUST-010140,26,123218.11,Salaried,3,638,IL,City_39,Premium
CUST-010141,39,57588.25,Self-Employed,1,777,MI,City_40,Medium
CUST-010142,51,106773.3,Business Owner,4,850,FL,City_41,High
CUST-010143,34,153988.51,Salaried,3,675,OH,City_42,Premium
CUST-010144,32,69993.25,Salaried,2,718,PA,City_43,Medium
