loan_id,customer_id,loan_type,origination_date,maturity_date,term_months,interest_rate,original_principal,monthly_payment,dti,collateral_value,ltv,credit_score_at_origination,current_balance,current_credit_score,risk_grade,default_flag,delinquency_days,recovery_amount,prepayment_flag,loan_status,pool_id
LN-0013661,CUST-032477,Auto,2021-01-18,2026-01-18 05:06:00.000000008,60,0.0523,25679.37,487.31,0.07,33495.74,0.77,657,11518.81,674,Good,0,0,0.0,0,Current,POOL-02
LN-0013662,CUST-032941,Auto,2021-05-18,2025-05-17 23:16:48.000000000,48,0.0396,23933.63,539.97,0.05,27261.33,0.88,784,8912.47,806,Exceptional,0,60,0.0,0,Delinquent,POOL-06
LN-0013663,CUST-043708,Personal,2022-09-05,2026-09-04 23:16:48.000000000,48,0.1165,8164.81,213.61,0.03,0.0,0.0,515,0.0,506,Subprime,1,308,2095.71,0,Defaulted,POOL-02
LN-0013664,CUST-002055,Personal,2021-11-21,2024-11-20 17:27:36.000000000,36,0.1012,21353.2,690.21,0.17,0.0,0.0,668,7221.79,657,Fair,0,0,0.0,0,Current,POOL-08
LN-0013665,CUST-009596,Auto,2022-06-11,2025-06-10 17:27:36.000000000,36,0.0516,26803.69,805.26,0.28,35868.96,0.75,664,13919.13,666,Fair,0,0,0.0,0,Current,POOL-08
LN-0013666,CUST-042580,Personal,2021-02-19,2023-02-19 11:38:24.000000000,24,0.0925,13088.62,599.45,0.09,0.0,0.0,755,0.0,751,Very Good,0,0,0.0,0,Current,POOL-07
LN-0013667,CUST-013905,Mortgage,2022-07-20,2052-07-19 06:35:59.999999965,360,0.0401,319228.98,1525.89,0.14,354353.63,0.9,679,311211.55,641,Fair,0,0,0.0,0,Current,POOL-10
LN-0013668,CUST-013782,Auto,2022-04-20,2028-04-19 10:55:11.999999991,72,0.046,21838.3,347.67,0.04,26610.83,0.82,720,16362.49,772,Very Good,0,0,0.0,0,Current,POOL-05
LN-0013669,CUST-043903,Personal,2021-02-01,2022-02-01 05:49:12.000000000,12,0.091,18825.41,1647.18,0.39,0.0,0.0,770,0.0,753,Very Good,0,0,0.0,0,Current,POOL-08
LN-0013670,CUST-026279,Mortgage,2021-03-06,2036-03-05 15:17:59.999999982,180,0.0516,550822.7,4401.92,0.44,678886.6,0.81,564,478892.64,552,Subprime,0,0,0.0,0,Current,POOL-05
LN-0013671,CUST-015380,Auto,2021-04-26,2026-04-26 05:06:00.000000008,60,0.0479,34736.3,652.18,0.14,39841.79,0.87,701,17245.03,723,Good,0,0,0.0,0,Current,POOL-09
LN-0013672,CUST-037230,Auto,2022-05-27,2026-05-26 23:16:48.000000000,48,0.0573,27636.46,645.63,0.02,34641.83,0.8,607,17445.87,568,Subprime,0,0,0.0,0,Current,POOL-01
LN-0013673,CUST-016747,Mortgage,2020-11-25,2035-11-25 15:17:59.999999982,180,0.0381,242678.99,1772.05,0.34,281351.4,0.86,699,203423.48,703,Good,0,0,0.0,0,Current,POOL-07
LN-0013674,CUST-012373,Credit Card,2021-04-14,2021-04-14 00:00:00.000000000,0,0.1835,7279.56,363.98,0.1,0.0,0.0,645,4594.57,641,Fair,0,0,0.0,0,Current,POOL-08
LN-0013675,CUST-043476,Credit Card,2020-08-12,2020-08-12 00:00:00.000000000,0,0.192,2018.41,100.92,0.06,0.0,0.0,560,1260.17,562,Subprime,0,0,0.0,0,Current,POOL-01
LN-0013676,CUST-023053,Auto,2022-08-27,2027-08-27 05:06:00.000000008,60,0.0426,35471.61,657.43,0.14,46193.98,0.77,754,26737.24,734,Good,0,0,0.0,0,Current,POOL-04
LN-0013677,CUST-046981,Mortgage,2022-08-04,2037-08-03 15:17:59.999999982,180,0.0382,445925.13,3258.38,0.16,495416.07,0.9,698,0.0,675,Good,0,0,0.0,1,Prepaid,POOL-03
LN-0013678,CUST-023854,Auto,2021-10-21,2025-10-20 23:16:48.000000000,48,0.0572,37763.56,882.04,0.14,50898.42,0.74,608,18380.52,624,Fair,0,0,0.0,0,Current,POOL-02
LN-0013679,CUST-030752,Mortgage,2021-02-16,2051-02-16 06:35:59.999999965,360,0.0435,173898.41,865.69,0.11,230950.98,0.75,645,165400.48,621,Fair,0,0,0.0,0,Current,POOL-04
LN-0013680,CUST-014737,Mortgage,2020-03-03,2050-03-03 06:35:59.999999965,360,0.0308,352901.23,1503.12,0.13,444811.49,0.79,772,324445.93,784,Very Good,0,57,0.0,0,Delinquent,POOL-09
LN-0013681,CUST-047849,Credit Card,2021-03-10,2021-03-10 00:00:00.000000000,0,0.1745,9747.33,487.37,0.1,0.0,0.0,735,9220.22,700,Good,0,0,0.0,0,Current,POOL-06
LN-0013682,CUST-045870,Auto,2022-04-03,2026-04-02 23:16:48.000000000,48,0.0458,16350.02,373.43,0.11,20453.84,0.8,722,0.0,691,Good,1,181,2953.38,0,Defaulted,POOL-02
LN-0013683,CUST-000572,Mortgage,2021-08-02,2051-08-02 06:35:59.999999965,360,0.0438,153854.75,768.63,0.14,183081.76,0.84,642,147762.2,639,Fair,0,0,0.0,0,Current,POOL-09
LN-0013684,CUST-028513,Auto,2021-01-13,2024-01-13 17:27:36.000000000,36,0.0622,28796.29,878.91,0.08,36986.4,0.78,558,0.0,533,Subprime,1,175,249.15,0,Defaulted,POOL-09
LN-0013685,CUST-021805,Credit Card,2021-04-24,2021-04-24 00:00:00.000000000,0,0.1775,4827.75,241.39,0.01,0.0,0.0,705,3409.89,703,Good,0,0,0.0,0,Current,POOL-03
LN-0013686,CUST-031689,Mortgage,2022-03-23,2037-03-22 15:17:59.999999982,180,0.0411,124693.18,929.23,0.11,167621.94,0.74,669,113778.8,665,Fair,0,0,0.0,0,Current,POOL-01
LN-0013687,CUST-002928,Auto,2021-05-11,2027-05-11 10:55:11.999999991,72,0.0487,41178.02,660.69,0.08,48883.53,0.84,693,24908.16,711,Good,0,0,0.0,0,Current,POOL-02
LN-0013688,CUST-003233,Mortgage,2021-11-24,2051-11-24 06:35:59.999999965,360,0.0346,514071.76,2296.95,0.2,554784.22,0.93,734,492983.49,731,Good,0,0,0.0,0,Current,POOL-05
LN-0013689,CUST-039308,Personal,2020-06-29,2021-06-29 05:49:12.000000000,12,0.0923,14219.51,1245.03,0.17,0.0,0.0,757,0.0,715,Good,0,17,0.0,0,Delinquent,POOL-06
LN-0013690,CUST-022454,Mortgage,2020-06-22,2050-06-22 06:35:59.999999965,360,0.0487,443221.57,2344.22,0.46,511842.26,0.87,593,0.0,586,Fair,0,0,0.0,1,Prepaid,POOL-09
LN-0013691,CUST-018631,Personal,2021-06-25,2025-06-24 23:16:48.000000000,48,0.0911,18102.81,451.44,0.15,0.0,0.0,769,7568.31,779,Very Good,0,0,0.0,0,Current,POOL-10
LN-0013692,CUST-023338,Personal,2020-02-22,2021-02-21 05:49:12.000000000,12,0.1045,8771.77,773.02,0.2,0.0,0.0,635,0.0,632,Fair,0,72,0.0,1,Prepaid,POOL-05
LN-0013693,CUST-036980,Auto,2021-09-18,2025-09-17 23:16:48.000000000,48,0.0434,43160.08,981.09,0.34,52467.29,0.82,746,19805.56,776,Very Good,0,0,0.0,0,Current,POOL-06
LN-0013694,CUST-036437,Mortgage,2022-09-24,2037-09-23 15:17:59.999999982,180,0.0398,320984.69,2371.07,0.8,403513.48,0.8,682,300926.06,687,Good,0,0,0.0,0,Current,POOL-02
LN-0013695,CUST-030190,Personal,2021-01-17,2023-01-17 11:38:24.000000000,24,0.0924,13441.3,615.54,0.27,0.0,0.0,756,0.0,744,Very Good,0,38,0.0,0,Delinquent,POOL-06
LN-0013696,CUST-026294,Mortgage,2022-06-04,2052-06-03 06:35:59.999999965,360,0.0343,383496.36,1707.12,0.34,429985.66,0.89,737,372227.78,738,Good,0,0,0.0,0,Current,POOL-01
LN-0013697,CUST-013369,Mortgage,2022-07-25,2052-07-24 06:35:59.999999965,360,0.0365,380765.55,1741.85,0.1,450574.73,0.85,715,0.0,656,Fair,1,149,116546.07,0,Defaulted,POOL-02
LN-0013698,CUST-034070,Mortgage,2022-06-13,2052-06-12 06:35:59.999999965,360,0.0422,181896.6,891.63,0.51,205761.23,0.88,658,177223.17,670,Fair,0,0,0.0,0,Current,POOL-04
LN-0013699,CUST-019374,Mortgage,2022-01-27,2037-01-26 15:17:59.999999982,180,0.0461,414311.68,3192.8,0.5,458949.04,0.9,619,375886.33,635,Fair,0,67,0.0,0,Delinquent,POOL-08
LN-0013700,CUST-036909,Mortgage,2020-08-24,2050-08-24 06:35:59.999999965,360,0.0514,246489.61,1344.38,0.43,267930.36,0.92,566,233927.71,549,Subprime,0,0,0.0,0,Current,POOL-05
LN-0013701,CUST-021531,Credit Card,2022-02-28,2022-02-28 00:00:00.000000000,0,0.1692,3195.31,159.77,0.06,0.0,0.0,788,0.0,786,Very Good,1,101,264.7,0,Defaulted,POOL-06
LN-0013702,CUST-013731,Personal,2022-09-12,2025-09-11 17:27:36.000000000,36,0.0869,13154.17,416.4,0.12,0.0,0.0,811,8084.96,815,Exceptional,0,0,0.0,0,Current,POOL-10
LN-0013703,CUST-004499,Personal,2020-05-11,2022-05-11 11:38:24.000000000,24,0.0992,19510.06,899.57,0.07,0.0,0.0,688,0.0,703,Good,0,0,0.0,0,Current,POOL-06
LN-0013704,CUST-006479,Mortgage,2020-04-23,2050-04-23 06:35:59.999999965,360,0.0374,339151.04,1568.74,0.06,399463.57,0.85,706,315058.79,720,Good,0,0,0.0,0,Current,POOL-09
LN-0013705,CUST-029355,Auto,2021-05-05,2024-05-04 17:27:36.000000000,36,0.0502,34079.11,1021.69,0.34,35928.42,0.95,678,0.0,657,Fair,0,0,0.0,1,Prepaid,POOL-04
LN-0013706,CUST-012393,Credit Card,2020-09-16,2020-09-16 00:00:00.000000000,0,0.1817,3273.12,163.66,0.04,0.0,0.0,663,2802.25,661,Fair,0,0,0.0,0,Current,POOL-06
LN-0013707,CUST-038697,Auto,2022-09-14,2027-09-14 05:06:00.000000008,60,0.0464,30698.94,574.28,0.09,41487.87,0.74,716,23677.22,732,Good,0,0,0.0,0,Current,POOL-05
LN-0013708,CUST-001530,Personal,2021-02-03,2023-02-03 11:38:24.000000000,24,0.1039,21656.13,1003.22,0.27,0.0,0.0,641,0.0,646,Fair,0,0,0.0,0,Current,POOL-04
LN-0013709,CUST-006846,Mortgage,2020-01-28,2050-01-27 06:35:59.999999965,360,0.0356,172672.33,781.17,0.08,232667.8,0.74,724,159131.54,690,Good,0,0,0.0,0,Current,POOL-06
LN-0013710,CUST-017069,Personal,2021-10-16,2022-10-16 05:49:12.000000000,12,0.0906,12018.69,1051.39,0.11,0.0,0.0,774,0.0,776,Very Good,0,5,0.0,0,Delinquent,POOL-06
LN-0013711,CUST-009562,Auto,2021-10-04,2026-10-04 05:06:00.000000008,60,0.0471,29700.45,556.55,0.04,32172.53,0.92,709,17681.9,728,Good,0,0,0.0,0,Current,POOL-03
LN-0013712,CUST-011367,Personal,2021-03-11,2024-03-10 17:27:36.000000000,36,0.0911,13576.38,432.42,0.1,0.0,0.0,769,1277.81,762,Very Good,0,0,0.0,0,Current,POOL-05
LN-0013713,CUST-007055,Personal,2020-06-23,2024-06-22 23:16:48.000000000,48,0.0956,13790.74,346.86,0.07,0.0,0.0,724,2024.35,712,Good,0,83,0.0,0,Delinquent,POOL-09
LN-0013714,CUST-015699,Personal,2022-01-05,2023-01-05 05:49:12.000000000,12,0.1119,8426.5,745.5,0.16,0.0,0.0,561,0.0,546,Subprime,0,0,0.0,0,Current,POOL-01
LN-0013715,CUST-017610,Mortgage,2020-12-23,2050-12-23 06:35:59.999999965,360,0.0581,487038.91,2860.82,0.65,528480.79,0.92,499,467319.26,519,Subprime,0,34,0.0,0,Delinquent,POOL-02
LN-0013716,CUST-018326,Personal,2020-07-21,2021-07-21 05:49:12.000000000,12,0.1051,14270.25,1257.97,0.11,0.0,0.0,629,0.0,639,Fair,0,0,0.0,0,Current,POOL-04
LN-0013717,CUST-009891,Auto,2021-05-21,2024-05-20 17:27:36.000000000,36,0.0514,25603.96,768.98,0.26,32196.06,0.8,666,3796.0,666,Fair,0,0,0.0,0,Current,POOL-07
LN-0013718,CUST-038897,Mortgage,2021-12-10,2051-12-10 06:35:59.999999965,360,0.0364,217243.43,992.58,0.05,264197.79,0.82,716,0.0,700,Good,0,0,0.0,1,Prepaid,POOL-10
LN-0013719,CUST-009777,Auto,2021-09-02,2024-09-01 17:27:36.000000000,36,0.0456,23116.44,688.26,0.3,29870.9,0.77,724,0.0,718,Good,0,0,0.0,1,Prepaid,POOL-10
LN-0013720,CUST-018194,Auto,2020-05-05,2024-05-04 23:16:48.000000000,48,0.0584,28747.0,673.02,0.11,32900.5,0.87,596,3316.51,607,Fair,0,0,0.0,0,Current,POOL-01
LN-0013721,CUST-016789,Auto,2020-07-31,2024-07-30 23:16:48.000000000,48,0.0514,13777.36,318.16,0.05,18594.33,0.74,666,2189.43,686,Good,0,0,0.0,0,Current,POOL-05
LN-0013722,CUST-036662,Mortgage,2022-01-15,2052-01-15 06:35:59.999999965,360,0.0314,305503.98,1311.2,0.42,404109.02,0.76,766,293387.55,767,Very Good,0,0,0.0,0,Current,POOL-01
LN-0013723,CUST-012138,Auto,2021-02-02,2025-02-01 23:16:48.000000000,48,0.0444,30506.88,694.84,0.08,38550.57,0.79,736,9463.05,737,Good,0,0,0.0,0,Current,POOL-05
LN-0013724,CUST-006362,Mortgage,2022-05-01,2037-04-30 15:17:59.999999982,180,0.0372,351735.0,2552.66,0.15,387632.66,0.91,708,321611.77,711,Good,0,0,0.0,0,Current,POOL-04
LN-0013725,CUST-049242,Personal,2020-09-18,2023-09-18 17:27:36.000000000,36,0.0958,7186.26,230.47,0.05,0.0,0.0,722,0.0,700,Good,0,0,0.0,0,Current,POOL-03
LN-0013726,CUST-045861,Personal,2022-08-27,2026-08-26 23:16:48.000000000,48,0.1051,19118.46,489.59,0.16,0.0,0.0,629,13611.35,624,Fair,0,1,0.0,0,Delinquent,POOL-05
LN-0013727,CUST-023246,Mortgage,2022-06-17,2052-06-16 06:35:59.999999965,360,0.0365,290479.7,1328.83,0.2,357008.17,0.81,715,0.0,709,Good,0,0,0.0,1,Prepaid,POOL-06
LN-0013728,CUST-004970,Mortgage,2020-03-19,2050-03-19 06:35:59.999999965,360,0.0569,335880.52,1947.32,0.38,369086.84,0.91,511,0.0,513,Subprime,0,0,0.0,1,Prepaid,POOL-05
LN-0013729,CUST-014763,Personal,2021-04-05,2024-04-04 17:27:36.000000000,36,0.1081,18138.02,592.18,0.03,0.0,0.0,599,2316.34,595,Fair,0,0,0.0,0,Current,POOL-09
LN-0013730,CUST-043305,Auto,2021-11-29,2026-11-29 05:06:00.000000008,60,0.0438,18757.26,348.67,0.05,22782.18,0.82,742,11436.54,742,Very Good,0,0,0.0,0,Current,POOL-08
LN-0013731,CUST-041777,Mortgage,2022-03-01,2052-02-29 06:35:59.999999965,360,0.0403,283403.88,1357.92,0.09,347788.12,0.81,677,274146.22,654,Fair,0,0,0.0,0,Current,POOL-07
LN-0013732,CUST-018425,Mortgage,2022-05-08,2052-05-07 06:35:59.999999965,360,0.0386,407191.46,1911.27,0.3,444668.85,0.92,694,0.0,727,Good,0,0,0.0,1,Prepaid,POOL-10
LN-0013733,CUST-028595,Personal,2020-07-28,2022-07-28 11:38:24.000000000,24,0.1045,22379.59,1037.36,0.15,0.0,0.0,635,0.0,626,Fair,0,0,0.0,0,Current,POOL-10
LN-0013734,CUST-004200,Personal,2021-01-14,2023-01-14 11:38:24.000000000,24,0.0972,17818.66,819.94,0.06,0.0,0.0,708,0.0,708,Good,0,0,0.0,0,Current,POOL-03
LN-0013735,CUST-019044,Mortgage,2020-10-29,2050-10-29 06:35:59.999999965,360,0.0386,79601.47,373.63,0.06,92735.48,0.86,694,74856.92,702,Good,0,0,0.0,0,Current,POOL-03
LN-0013736,CUST-015209,Mortgage,2022-03-04,2052-03-03 06:35:59.999999965,360,0.0482,325694.77,1712.75,0.19,447485.17,0.73,598,316849.36,602,Fair,0,0,0.0,0,Current,POOL-05
LN-0013737,CUST-034944,Mortgage,2020-05-01,2050-05-01 06:35:59.999999965,360,0.0427,261087.89,1287.45,0.25,293899.96,0.89,653,244466.27,659,Fair,0,0,0.0,0,Current,POOL-03
LN-0013738,CUST-004009,Auto,2022-01-03,2025-01-02 17:27:36.000000000,36,0.0573,26396.53,799.81,0.09,30315.63,0.87,607,0.0,589,Fair,0,0,0.0,1,Prepaid,POOL-09
LN-0013739,CUST-028305,Personal,2020-12-06,2023-12-06 17:27:36.000000000,36,0.1062,12004.34,390.85,0.09,0.0,0.0,618,0.0,623,Fair,0,0,0.0,0,Current,POOL-05
LN-0013740,CUST-015470,Mortgage,2022-02-13,2052-02-13 06:35:59.999999965,360,0.0266,264315.86,1066.49,0.06,372212.09,0.71,814,253493.18,818,Exceptional,0,0,0.0,0,Current,POOL-05
LN-0013741,CUST-032393,Personal,2021-04-30,2023-04-30 11:38:24.000000000,24,0.0984,15447.46,711.68,0.28,0.0,0.0,696,0.0,721,Good,0,0,0.0,0,Current,POOL-04
LN-0013742,CUST-006983,Mortgage,2022-09-26,2052-09-25 06:35:59.999999965,360,0.0383,324728.34,1518.65,0.12,347606.45,0.93,697,317331.15,669,Fair,0,0,0.0,0,Current,POOL-06
LN-0013743,CUST-034488,Auto,2022-09-19,2025-09-18 17:27:36.000000000,36,0.0523,19272.29,579.6,0.04,25221.72,0.76,657,11607.07,658,Fair,0,0,0.0,0,Current,POOL-03
LN-0013744,CUST-011878,Mortgage,2021-11-20,2051-11-20 06:35:59.999999965,360,0.0393,372836.12,1764.96,0.35,494393.66,0.75,687,358689.92,689,Good,0,0,0.0,0,Current,POOL-01
LN-0013745,CUST-019584,Credit Card,2021-06-02,2021-06-02 00:00:00.000000000,0,0.1882,8530.66,426.53,0.08,0.0,0.0,598,8492.22,579,Subprime,0,0,0.0,0,Current,POOL-09
LN-0013746,CUST-031563,Auto,2021-12-12,2027-12-12 10:55:11.999999991,72,0.0439,30886.31,488.73,0.09,38656.01,0.8,741,21478.86,733,Good,0,0,0.0,0,Current,POOL-02
LN-0013747,CUST-014727,Credit Card,2022-06-29,2022-06-29 00:00:00.000000000,0,0.1829,3300.23,165.01,0.1,0.0,0.0,651,2835.29,600,Fair,0,0,0.0,0,Current,POOL-09
LN-0013748,CUST-011213,Auto,2022-05-14,2028-05-13 10:55:11.999999991,72,0.0472,31477.89,502.87,0.12,36062.64,0.87,708,24015.06,726,Good,0,0,0.0,0,Current,POOL-07
LN-0013749,CUST-029707,Personal,2022-05-17,2025-05-16 17:27:36.000000000,36,0.1031,19057.41,617.71,0.04,0.0,0.0,649,0.0,648,Fair,0,0,0.0,1,Prepaid,POOL-08
LN-0013750,CUST-038049,Personal,2021-07-27,2023-07-27 11:38:24.000000000,24,0.1057,12407.72,575.82,0.11,0.0,0.0,623,0.0,617,Fair,0,0,0.0,0,Current,POOL-09
LN-0013751,CUST-018830,Mortgage,2022-04-19,2037-04-18 15:17:59.999999982,180,0.0552,247700.42,2026.55,0.29,271901.47,0.91,528,229160.71,559,Subprime,0,0,0.0,0,Current,POOL-02
LN-0013752,CUST-034023,Auto,2020-06-19,2026-06-19 10:55:11.999999991,72,0.057,25905.23,425.67,0.03,32214.64,0.8,610,11875.6,597,Fair,0,0,0.0,0,Current,POOL-10
LN-0013753,CUST-036932,Auto,2020-12-23,2025-12-23 05:06:00.000000008,60,0.0435,26981.64,501.18,0.09,34915.71,0.77,745,11500.02,724,Good,0,0,0.0,0,Current,POOL-02
LN-0013754,CUST-030380,Credit Card,2020-07-08,2020-07-08 00:00:00.000000000,0,0.1697,8905.13,445.26,0.04,0.0,0.0,783,0.0,739,Good,0,0,0.0,1,Prepaid,POOL-05
LN-0013755,CUST-000699,Personal,2020-09-09,2022-09-09 11:38:24.000000000,24,0.1068,8395.53,390.05,0.05,0.0,0.0,612,0.0,611,Fair,0,0,0.0,0,Current,POOL-06
LN-0013756,CUST-038405,Auto,2021-01-14,2024-01-14 17:27:36.000000000,36,0.0477,33893.09,1012.31,0.09,46224.16,0.73,703,1008.3,697,Good,0,50,0.0,0,Delinquent,POOL-08
LN-0013757,CUST-028890,Credit Card,2022-07-26,2022-07-26 00:00:00.000000000,0,0.1909,9049.17,452.46,0.03,0.0,0.0,571,6403.26,560,Subprime,0,0,0.0,0,Current,POOL-10
LN-0013758,CUST-023839,Auto,2020-08-18,2026-08-18 10:55:11.999999991,72,0.0471,7322.91,116.95,0.01,9294.01,0.79,709,0.0,726,Good,0,0,0.0,1,Prepaid,POOL-01
LN-0013759,CUST-006963,Mortgage,2022-02-11,2052-02-11 06:35:59.999999965,360,0.0343,211998.4,943.7,0.09,281702.47,0.75,737,204340.79,768,Very Good,0,30,0.0,0,Delinquent,POOL-08
LN-0013760,CUST-038817,Auto,2022-01-01,2025-12-31 23:16:48.000000000,48,0.0469,29952.32,685.58,0.04,32207.47,0.93,711,16298.54,696,Good,0,0,0.0,0,Current,POOL-04
LN-0013761,CUST-009389,Auto,2021-07-18,2025-07-17 23:16:48.000000000,48,0.0447,25982.54,592.14,0.08,33420.73,0.78,733,10842.31,709,Good,0,0,0.0,0,Current,POOL-10
LN-0013762,CUST-011139,Mortgage,2020-02-09,2050-02-08 06:35:59.999999965,360,0.0399,194907.73,929.4,0.26,238586.12,0.82,681,0.0,679,Good,0,0,0.0,1,Prepaid,POOL-05
LN-0013763,CUST-048820,Mortgage,2021-11-05,2036-11-04 15:17:59.999999982,180,0.0403,184101.04,1364.54,0.17,202980.16,0.91,677,164672.7,690,Good,0,0,0.0,0,Current,POOL-03
LN-0013764,CUST-037409,Mortgage,2020-10-26,2035-10-26 15:17:59.999999982,180,0.038,310179.75,2263.4,0.19,440817.11,0.7,700,258532.03,690,Good,0,0,0.0,0,Current,POOL-04
LN-0013765,CUST-018046,Auto,2021-01-16,2025-01-15 23:16:48.000000000,48,0.0494,16910.43,388.98,0.08,23898.36,0.71,686,4913.92,690,Good,0,0,0.0,0,Current,POOL-10
LN-0013766,CUST-001452,Personal,2021-11-30,2022-11-30 05:49:12.000000000,12,0.1002,15009.83,1319.74,0.12,0.0,0.0,678,0.0,679,Good,0,0,0.0,0,Current,POOL-01
LN-0013767,CUST-014513,Mortgage,2021-10-23,2051-10-23 06:35:59.999999965,360,0.0471,154884.56,804.22,0.16,176349.45,0.88,609,149522.33,593,Fair,0,73,0.0,0,Delinquent,POOL-05
LN-0013768,CUST-042514,Mortgage,2020-02-14,2050-02-13 06:35:59.999999965,360,0.0365,348445.88,1594.0,0.96,462752.79,0.75,715,0.0,708,Good,0,0,0.0,1,Prepaid,POOL-03
LN-0013769,CUST-001641,Mortgage,2021-10-06,2051-10-06 06:35:59.999999965,360,0.0372,281686.3,1299.74,0.17,308481.54,0.91,708,270156.34,735,Good,0,0,0.0,0,Current,POOL-07
LN-0013770,CUST-009075,Credit Card,2020-04-24,2020-04-24 00:00:00.000000000,0,0.18,7168.14,358.41,0.07,0.0,0.0,680,5608.32,665,Fair,0,0,0.0,0,Current,POOL-08
LN-0013771,CUST-043356,Auto,2021-08-15,2026-08-15 05:06:00.000000008,60,0.0552,24235.81,463.16,0.03,34132.19,0.71,628,13752.44,603,Fair,0,0,0.0,0,Current,POOL-05
LN-0013772,CUST-047377,Mortgage,2022-04-28,2052-04-27 06:35:59.999999965,360,0.0301,263778.89,1113.53,0.3,327626.64,0.81,779,254522.65,780,Very Good,0,0,0.0,0,Current,POOL-05
LN-0013773,CUST-033497,Mortgage,2020-10-06,2050-10-06 06:35:59.999999965,360,0.0508,297239.14,1610.21,0.3,349708.7,0.85,572,282764.61,592,Fair,0,0,0.0,0,Current,POOL-06
LN-0013774,CUST-007513,Personal,2021-06-03,2022-06-03 05:49:12.000000000,12,0.1066,17258.72,1522.62,0.31,0.0,0.0,614,0.0,605,Fair,0,0,0.0,0,Current,POOL-02
LN-0013775,CUST-005744,Mortgage,2020-02-13,2050-02-12 06:35:59.999999965,360,0.029,466503.08,1941.73,0.09,519436.8,0.9,790,426932.3,787,Very Good,0,0,0.0,0,Current,POOL-03
LN-0013776,CUST-047152,Credit Card,2021-02-01,2021-02-01 00:00:00.000000000,0,0.1896,4520.55,226.03,0.08,0.0,0.0,584,3637.02,608,Fair,0,0,0.0,0,Current,POOL-09
LN-0013777,CUST-045705,Mortgage,2021-04-06,2051-04-06 06:35:59.999999965,360,0.0456,338942.28,1729.48,0.58,418850.43,0.81,624,323949.81,606,Fair,0,0,0.0,0,Current,POOL-07
LN-0013778,CUST-011294,Auto,2022-08-14,2027-08-14 05:06:00.000000008,60,0.0539,29551.58,562.97,0.03,35211.84,0.84,641,22431.0,661,Fair,0,0,0.0,0,Current,POOL-07
LN-0013779,CUST-021619,Auto,2021-10-05,2027-10-05 10:55:11.999999991,72,0.0618,27994.68,466.34,0.06,30076.71,0.93,562,19056.35,568,Subprime,0,0,0.0,0,Current,POOL-01
LN-0013780,CUST-049303,Mortgage,2020-07-06,2050-07-06 06:35:59.999999965,360,0.0494,183084.71,976.14,0.1,239640.46,0.76,586,173172.12,539,Subprime,0,0,0.0,0,Current,POOL-05
LN-0013781,CUST-047026,Personal,2020-01-01,2021-12-31 11:38:24.000000000,24,0.0994,19582.55,903.09,0.14,0.0,0.0,686,0.0,682,Good,0,0,0.0,0,Current,POOL-10
LN-0013782,CUST-014273,Personal,2020-03-09,2023-03-09 17:27:36.000000000,36,0.1158,19757.81,652.29,0.12,0.0,0.0,522,0.0,517,Subprime,0,0,0.0,0,Current,POOL-07
LN-0013783,CUST-029705,Auto,2020-04-25,2026-04-25 10:55:11.999999991,72,0.0482,32544.85,521.42,0.03,41191.99,0.79,698,13782.55,696,Good,0,48,0.0,0,Delinquent,POOL-09
LN-0013784,CUST-029379,Credit Card,2020-12-29,2020-12-29 00:00:00.000000000,0,0.172,3563.22,178.16,0.05,0.0,0.0,760,2040.08,779,Very Good,0,0,0.0,0,Current,POOL-06
LN-0013785,CUST-030798,Auto,2022-02-24,2025-02-23 17:27:36.000000000,36,0.0637,46249.52,1414.77,0.26,57794.23,0.8,543,19040.01,524,Subprime,0,0,0.0,0,Current,POOL-01
LN-0013786,CUST-028720,Mortgage,2020-10-03,2050-10-03 06:35:59.999999965,360,0.0482,350698.71,1844.24,0.23,369867.17,0.95,598,0.0,613,Fair,1,345,155444.08,0,Defaulted,POOL-04
LN-0013787,CUST-009690,Personal,2020-08-10,2024-08-09 23:16:48.000000000,48,0.1043,17064.5,436.33,0.11,0.0,0.0,637,3357.99,681,Good,0,50,0.0,0,Delinquent,POOL-06
LN-0013788,CUST-047720,Auto,2021-08-29,2026-08-29 05:06:00.000000008,60,0.0565,39897.07,764.85,0.08,50549.03,0.79,615,22671.08,618,Fair,0,0,0.0,0,Current,POOL-08
LN-0013789,CUST-006293,Auto,2022-01-21,2025-01-20 17:27:36.000000000,36,0.0538,24986.11,753.13,0.07,26724.59,0.93,642,9490.15,655,Fair,0,0,0.0,0,Current,POOL-09
LN-0013790,CUST-004323,Personal,2020-06-26,2021-06-26 05:49:12.000000000,12,0.1005,22405.48,1970.32,0.3,0.0,0.0,675,0.0,643,Fair,0,0,0.0,0,Current,POOL-04
LN-0013791,CUST-044053,Mortgage,2020-03-11,2035-03-11 15:17:59.999999982,180,0.0378,366150.7,2668.18,0.16,471436.84,0.78,702,0.0,712,Good,0,0,0.0,1,Prepaid,POOL-06
LN-0013792,CUST-002031,Mortgage,2022-09-22,2052-09-21 06:35:59.999999965,360,0.0314,291230.71,1249.94,0.11,353539.76,0.82,766,0.0,768,Very Good,0,0,0.0,1,Prepaid,POOL-04
